Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
SR-0000111,Request access to data analysis tools,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,High,High,High,2025-01-02T22:32:19.000000,2025-01-03T05:32:19.000000,2025-01-03T20:32:19.000000,1,Thursday,7.0,15.0,22.0,1,2025-01
SR-0000112,Request new audio equipment for calls,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T03:43:46.000000,2025-01-02T06:43:46.000000,2025-01-02T19:43:46.000000,0,Thursday,3.0,13.0,16.0,0,2025-01
SR-0000113,Request remote access enablement,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Critical,Medium,High,2025-01-02T15:52:15.000000,2025-01-02T20:52:15.000000,2025-01-02T21:52:15.000000,2,Thursday,5.0,1.0,6.0,0,2025-01
SR-0000114,Request change in routing for service access,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-01-02T01:33:50.000000,2025-01-02T05:33:50.000000,2025-01-03T02:33:50.000000,1,Thursday,4.0,21.0,25.0,0,2025-01
SR-0000115,Request account details update,Software,Batman,Batman,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-01-02T10:33:30.000000,2025-01-02T15:33:30.000000,2025-01-03T09:33:30.000000,5,Thursday,5.0,18.0,23.0,0,2025-01
SR-0000116,Request setup of email on user device,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Low,Low,Low,2025-01-02T03:04:43.000000,2025-01-02T11:04:43.000000,2025-01-03T22:04:43.000000,2,Thursday,8.0,35.0,43.0,0,2025-01
SR-0000117,Request addition to application access group,Complaint,John Cena,John Cena,Matrix,Service A,Closed,Medium,High,High,Low,2025-01-02T20:07:53.000000,2025-01-03T04:07:53.000000,2025-01-03T22:07:53.000000,0,Thursday,8.0,18.0,26.0,1,2025-01
SR-0000118,Request replacement of power adapter,Software,Thor,Thor,Avengers,Service A,Closed,Medium,High,High,High,2025-01-02T17:32:13.000000,2025-01-02T20:32:13.000000,2025-01-03T05:32:13.000000,0,Thursday,3.0,9.0,12.0,1,2025-01
SR-0000119,Request setup of network storage connection,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Critical,High,High,2025-01-02T05:53:03.000000,2025-01-02T07:53:03.000000,2025-01-02T10:53:03.000000,5,Thursday,2.0,3.0,5.0,0,2025-01
SR-0000120,Request removal from email group,Access,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-01-02T00:34:21.000000,2025-01-02T07:34:21.000000,2025-01-02T16:34:21.000000,1,Thursday,7.0,9.0,16.0,1,2025-01
SR-0000121,Request remote access enablement,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,New,High,Medium,Low,Medium,2025-01-02T03:39:40.000000,,,3,Thursday,,,,0,2025-01
SR-0000122,Request new audio equipment for calls,Software,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T09:03:03.000000,2025-01-02T12:03:03.000000,2025-01-02T20:03:03.000000,3,Thursday,3.0,8.0,11.0,1,2025-01
SR-0000123,Request configuration of meeting room technology,Failure,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,Medium,High,2025-01-02T12:57:34.000000,2025-01-02T18:57:34.000000,2025-01-03T05:57:34.000000,3,Thursday,6.0,11.0,17.0,1,2025-01
SR-0000124,Request change of shared mailbox ownership,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,Medium,High,2025-01-02T15:39:21.000000,2025-01-02T19:39:21.000000,2025-01-03T12:39:21.000000,0,Thursday,4.0,17.0,21.0,1,2025-01
SR-0000125,Request update to monitoring or alerting settings,Hardware,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-01-02T22:10:02.000000,2025-01-03T01:10:02.000000,2025-01-03T20:10:02.000000,4,Thursday,3.0,19.0,22.0,1,2025-01
SR-0000126,Request access to reporting tools,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,Medium,2025-01-02T19:10:49.000000,2025-01-02T22:10:49.000000,2025-01-03T01:10:49.000000,4,Thursday,3.0,3.0,6.0,0,2025-01
SR-0000127,Request configuration of meeting room technology,Facilities,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-01-02T03:03:02.000000,2025-01-02T11:03:02.000000,2025-01-03T00:03:02.000000,4,Thursday,8.0,13.0,21.0,0,2025-01
SR-0000128,Request creation of shared collaboration space,Failure,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-01-02T20:20:45.000000,2025-01-03T04:20:45.000000,2025-01-03T12:20:45.000000,5,Thursday,8.0,8.0,16.0,0,2025-01
SR-0000129,Request change of access rights on shared storage,Network,Batman,Batman,Matrix,Service A,In Progress,High,Low,Low,Low,2025-01-02T13:57:54.000000,2025-01-02T17:57:54.000000,,4,Thursday,4.0,,,0,2025-01
SR-0000130,Request new project storage area,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-01-02T14:21:26.000000,2025-01-02T21:21:26.000000,2025-01-03T21:21:26.000000,4,Thursday,7.0,24.0,31.0,1,2025-01
SR-0000131,Request access to source code repository,Network,Hulk,Hulk,Avengers,Service B,New,High,High,Medium,High,2025-01-02T06:03:41.000000,,,2,Thursday,,,,0,2025-01
SR-0000132,Request subscription to scheduled report,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,New,Low,Critical,High,High,2025-01-02T22:20:22.000000,,,4,Thursday,,,,0,2025-01
SR-0000133,Request change of user role in application,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,Medium,High,2025-01-02T03:35:23.000000,2025-01-02T05:35:23.000000,2025-01-02T18:35:23.000000,3,Thursday,2.0,13.0,15.0,1,2025-01
SR-0000134,Request printing access on office device,Data,Batman,Batman,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T23:02:16.000000,2025-01-03T06:02:16.000000,2025-01-04T02:02:16.000000,5,Thursday,7.0,20.0,27.0,0,2025-01
SR-0000135,Request setup of email on user device,Failure,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T20:41:53.000000,2025-01-03T02:41:53.000000,2025-01-03T10:41:53.000000,0,Thursday,6.0,8.0,14.0,1,2025-01
SR-0000136,Request upgrade to extended user profile,Access,Hulk,Hulk,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-01-02T21:21:03.000000,2025-01-02T23:21:03.000000,2025-01-05T21:21:03.000000,1,Thursday,2.0,70.0,72.0,1,2025-01
SR-0000137,Request new project storage area,Hardware,Captain America,Captain America,Avengers,Service A,New,Low,Medium,Medium,Medium,2025-01-02T16:06:24.000000,,,3,Thursday,,,,0,2025-01
SR-0000138,Request upgrade to extended user profile,Complaint,Batman,Batman,Matrix,Service B,Closed,Low,Low,Low,Low,2025-01-02T10:26:36.000000,2025-01-02T14:26:36.000000,2025-01-05T10:26:36.000000,3,Thursday,4.0,68.0,72.0,1,2025-01
SR-0000139,Request subscription to scheduled report,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,Medium,2025-01-02T00:52:36.000000,2025-01-02T08:52:36.000000,2025-01-03T03:52:36.000000,2,Thursday,8.0,19.0,27.0,1,2025-01
SR-0000140,Request change of shared mailbox ownership,Access,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-01-02T21:47:40.000000,2025-01-03T05:47:40.000000,2025-01-03T20:47:40.000000,4,Thursday,8.0,15.0,23.0,0,2025-01
SR-0000141,Request external user account creation,Complaint,Batman,Batman,Matrix,Service B,Closed,High,Low,Low,Low,2025-01-02T05:12:43.000000,2025-01-02T08:12:43.000000,2025-01-05T03:12:43.000000,1,Thursday,3.0,67.0,70.0,1,2025-01
SR-0000142,Request replacement of input device,Network,John Cena,John Cena,Matrix,Service A,Closed,Medium,High,Medium,High,2025-01-02T10:12:31.000000,2025-01-02T18:12:31.000000,2025-01-03T08:12:31.000000,0,Thursday,8.0,14.0,22.0,1,2025-01
SR-0000143,Request access to source code repository,Network,Thor,Thor,Avengers,Service A,Closed,High,High,High,Low,2025-01-02T13:59:12.000000,2025-01-02T20:59:12.000000,2025-01-03T06:59:12.000000,5,Thursday,7.0,10.0,17.0,1,2025-01
SR-0000144,Request removal of unused virtual environment,Software,John Cena,John Cena,Matrix,Service B,New,Low,High,High,Medium,2025-01-02T15:10:04.000000,,,3,Thursday,,,,0,2025-01
SR-0000145,Request new audio equipment for calls,Software,Hulk,Hulk,Avengers,Service B,Closed,Low,High,High,Medium,2025-01-02T02:02:17.000000,2025-01-02T10:02:17.000000,2025-01-03T02:02:17.000000,5,Thursday,8.0,16.0,24.0,1,2025-01
SR-0000146,Request removal of unused virtual environment,Data,John Wick,John Wick,Matrix,Service B,New,Medium,Medium,Medium,Medium,2025-01-02T09:47:20.000000,,,2,Thursday,,,,0,2025-01
SR-0000147,Request creation of shared collaboration space,Complaint,John Cena,John Cena,Matrix,Service C,In Progress,High,Medium,Medium,Medium,2025-01-02T20:49:06.000000,2025-01-02T23:49:06.000000,,2,Thursday,3.0,,,0,2025-01
SR-0000148,Request removal from email group,Complaint,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-01-02T05:49:45.000000,2025-01-02T08:49:45.000000,2025-01-02T19:49:45.000000,1,Thursday,3.0,11.0,14.0,1,2025-01
SR-0000149,Request setup of email on user device,Facilities,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Low,Medium,2025-01-02T09:18:27.000000,2025-01-02T15:18:27.000000,2025-01-03T20:18:27.000000,2,Thursday,6.0,29.0,35.0,1,2025-01
SR-0000150,Request new project storage area,Failure,Loki,Loki,Avengers,Service A,Closed,Medium,Medium,Medium,Low,2025-01-02T10:49:14.000000,2025-01-02T14:49:14.000000,2025-01-03T07:49:14.000000,5,Thursday,4.0,17.0,21.0,0,2025-01
SR-0000151,Request configuration of high-availability service,Hardware,Hulk,Hulk,Avengers,Service A,New,High,High,Medium,Medium,2025-01-02T05:05:26.000000,,,0,Thursday,,,,0,2025-01
SR-0000152,Request access to internal help and knowledge portal,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-01-02T09:42:12.000000,2025-01-02T16:42:12.000000,2025-01-03T12:42:12.000000,2,Thursday,7.0,20.0,27.0,0,2025-01
SR-0000153,Request addition to email group,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-02T06:30:28.000000,2025-01-02T08:30:28.000000,2025-01-03T20:30:28.000000,2,Thursday,2.0,36.0,38.0,1,2025-01
SR-0000154,Request account details update,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-01-02T10:35:17.000000,2025-01-02T17:35:17.000000,2025-01-03T16:35:17.000000,0,Thursday,7.0,23.0,30.0,0,2025-01
SR-0000155,Request new authentication device or token,Facilities,Thor,Thor,Avengers,Service A,New,Medium,Critical,High,High,2025-01-02T07:42:08.000000,,,5,Thursday,,,,0,2025-01
SR-0000156,Request access to collaboration tool,Complaint,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-01-02T22:05:23.000000,2025-01-03T04:05:23.000000,2025-01-03T12:05:23.000000,5,Thursday,6.0,8.0,14.0,1,2025-01
SR-0000157,Request access to secure file transfer service,Network,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-01-02T21:16:25.000000,2025-01-03T03:16:25.000000,2025-01-03T15:16:25.000000,3,Thursday,6.0,12.0,18.0,1,2025-01
SR-0000158,Request creation of a group communication list,Data,John Cena,John Cena,Matrix,Service A,Closed,Low,High,Medium,High,2025-01-02T23:51:22.000000,2025-01-03T04:51:22.000000,2025-01-03T10:51:22.000000,3,Thursday,5.0,6.0,11.0,0,2025-01
SR-0000159,Request activation of additional login security,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Low,Low,2025-01-02T20:36:26.000000,2025-01-03T00:36:26.000000,2025-01-03T18:36:26.000000,1,Thursday,4.0,18.0,22.0,0,2025-01
SR-0000160,Request creation of shared mailbox,Hardware,Hulk,Hulk,Avengers,Service A,New,Low,Medium,Low,Medium,2025-01-02T08:19:08.000000,,,0,Thursday,,,,0,2025-01
SR-0000161,Request new virtual environment for testing,Network,Neo,Neo,Matrix,Service B,Closed,Medium,High,Medium,High,2025-01-02T14:28:28.000000,2025-01-02T21:28:28.000000,2025-01-03T05:28:28.000000,2,Thursday,7.0,8.0,15.0,0,2025-01
SR-0000162,Request removal of unused virtual environment,Facilities,Loki,Loki,Avengers,Service A,In Progress,Medium,Critical,High,High,2025-01-02T14:42:23.000000,2025-01-02T16:42:23.000000,,4,Thursday,2.0,,,0,2025-01
SR-0000163,Request setup of guest access for temporary user,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T21:30:14.000000,2025-01-03T03:30:14.000000,2025-01-03T07:30:14.000000,4,Thursday,6.0,4.0,10.0,0,2025-01
SR-0000164,Request activation of network connection at workspace,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,High,High,2025-01-02T05:08:47.000000,2025-01-02T13:08:47.000000,2025-01-03T01:08:47.000000,5,Thursday,8.0,12.0,20.0,1,2025-01
SR-0000165,Request new conference call access details,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,High,2025-01-02T13:44:58.000000,2025-01-02T18:44:58.000000,2025-01-03T05:44:58.000000,0,Thursday,5.0,11.0,16.0,1,2025-01
SR-0000166,Request access to secure file transfer service,Access,John Cena,John Cena,Matrix,Service C,Closed,Medium,High,High,High,2025-01-02T14:09:55.000000,2025-01-02T19:09:55.000000,2025-01-03T16:09:55.000000,0,Thursday,5.0,21.0,26.0,1,2025-01
SR-0000167,Request access to source code repository,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,High,2025-01-02T01:13:46.000000,2025-01-02T04:13:46.000000,2025-01-02T18:13:46.000000,1,Thursday,3.0,14.0,17.0,1,2025-01
SR-0000168,Request configuration of project-specific tools,Software,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-01-02T06:15:52.000000,2025-01-02T08:15:52.000000,2025-01-03T03:15:52.000000,2,Thursday,2.0,19.0,21.0,1,2025-01
SR-0000169,Request change of print settings,Data,Jack Sparrow,Jack Sparrow,Matrix,Service A,New,Medium,Medium,Medium,Medium,2025-01-02T10:14:41.000000,,,4,Thursday,,,,0,2025-01
SR-0000170,Request new project storage area,Data,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-01-02T18:09:57.000000,2025-01-03T02:09:57.000000,2025-01-03T07:09:57.000000,2,Thursday,8.0,5.0,13.0,1,2025-01
SR-0000171,Request creation of shared collaboration space,Hardware,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-01-02T19:49:55.000000,2025-01-03T00:49:55.000000,2025-01-03T10:49:55.000000,3,Thursday,5.0,10.0,15.0,1,2025-01
SR-0000172,Request setup of email on user device,Access,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-01-02T07:18:57.000000,2025-01-02T10:18:57.000000,2025-01-02T13:18:57.000000,5,Thursday,3.0,3.0,6.0,0,2025-01
SR-0000173,Request update to data retention settings,Data,Loki,Loki,Avengers,Service A,New,High,Critical,High,High,2025-01-02T06:03:25.000000,,,0,Thursday,,,,0,2025-01
SR-0000174,Request productivity software licence,Network,Shang Chi,Shang Chi,Avengers II,Service A,New,Low,Low,Low,Low,2025-01-02T14:14:43.000000,,,3,Thursday,,,,0,2025-01
SR-0000175,Request enrolment of device into management system,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Low,2025-01-02T07:03:57.000000,2025-01-02T14:03:57.000000,2025-01-03T09:03:57.000000,1,Thursday,7.0,19.0,26.0,0,2025-01
SR-0000176,Request access to a shared resource,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-01-02T04:11:13.000000,2025-01-02T12:11:13.000000,2025-01-02T22:11:13.000000,0,Thursday,8.0,10.0,18.0,1,2025-01
SR-0000177,Request change of time zone settings for account,Software,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,High,High,Medium,2025-01-02T20:25:41.000000,2025-01-03T00:25:41.000000,2025-01-03T11:25:41.000000,4,Thursday,4.0,11.0,15.0,1,2025-01
SR-0000178,Request increase of mailbox storage,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T02:17:32.000000,2025-01-02T08:17:32.000000,2025-01-03T11:17:32.000000,4,Thursday,6.0,27.0,33.0,1,2025-01
SR-0000179,Request new workstation setup at workplace,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,High,Medium,High,2025-01-02T19:13:38.000000,2025-01-02T22:13:38.000000,2025-01-03T13:13:38.000000,0,Thursday,3.0,15.0,18.0,1,2025-01
SR-0000180,Request new workstation setup at workplace,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Low,Low,Low,2025-01-02T10:42:06.000000,2025-01-02T14:42:06.000000,2025-01-05T12:42:06.000000,3,Thursday,4.0,70.0,74.0,1,2025-01
SR-0000181,Request activation of network connection at workspace,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-01-02T06:28:43.000000,2025-01-02T13:28:43.000000,2025-01-03T09:28:43.000000,5,Thursday,7.0,20.0,27.0,1,2025-01
SR-0000182,Request guest network access,Facilities,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-01-02T03:04:51.000000,2025-01-02T07:04:51.000000,2025-01-03T17:04:51.000000,3,Thursday,4.0,34.0,38.0,1,2025-01
SR-0000183,Request update of security configuration,Network,Iron Man,Iron Man,Avengers,Service A,In Progress,Low,Critical,High,High,2025-01-02T04:56:33.000000,2025-01-02T07:56:33.000000,,2,Thursday,3.0,,,0,2025-01
SR-0000184,Request access to internal information site,Hardware,John Cena,John Cena,Matrix,Service C,Closed,High,Critical,High,High,2025-01-02T16:46:04.000000,2025-01-02T18:46:04.000000,2025-01-02T21:46:04.000000,4,Thursday,2.0,3.0,5.0,0,2025-01
SR-0000185,Request reactivation of existing user account,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,High,High,High,2025-01-02T08:06:48.000000,2025-01-02T13:06:48.000000,2025-01-03T05:06:48.000000,5,Thursday,5.0,16.0,21.0,1,2025-01
SR-0000186,Request external user account creation,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,High,2025-01-02T19:21:04.000000,2025-01-03T00:21:04.000000,2025-01-03T19:21:04.000000,5,Thursday,5.0,19.0,24.0,1,2025-01
SR-0000187,Request access to business application,Failure,John Wick,John Wick,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-01-02T00:34:56.000000,2025-01-02T06:34:56.000000,2025-01-04T22:34:56.000000,0,Thursday,6.0,64.0,70.0,1,2025-01
SR-0000188,Request remote access to internal application,Failure,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T07:49:03.000000,2025-01-02T10:49:03.000000,2025-01-02T12:49:03.000000,4,Thursday,3.0,2.0,5.0,0,2025-01
SR-0000189,Request addition to email group,Network,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-01-02T03:10:32.000000,2025-01-02T08:10:32.000000,2025-01-03T13:10:32.000000,5,Thursday,5.0,29.0,34.0,0,2025-01
SR-0000190,Request adjustment of access permissions,Failure,Neo,Neo,Matrix,Service A,Closed,Medium,Critical,High,High,2025-01-02T09:00:51.000000,2025-01-02T16:00:51.000000,2025-01-02T23:00:51.000000,5,Thursday,7.0,7.0,14.0,1,2025-01
SR-0000191,Request creation of shared folder for project,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-01-02T02:14:49.000000,2025-01-02T07:14:49.000000,2025-01-02T15:14:49.000000,1,Thursday,5.0,8.0,13.0,1,2025-01
SR-0000192,Request access to development resources,Failure,Thor,Thor,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-01-02T15:18:10.000000,2025-01-02T17:18:10.000000,2025-01-05T15:18:10.000000,1,Thursday,2.0,70.0,72.0,1,2025-01
SR-0000193,Request password assistance,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Low,Low,Low,2025-01-02T08:46:10.000000,2025-01-02T11:46:10.000000,2025-01-05T09:46:10.000000,4,Thursday,3.0,70.0,73.0,1,2025-01
