Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CHG-0000113,Service endpoint modified,Facilities,Loki,Loki,Avengers,Service C,Medium,Low,High,Closed,Low,2025-02-05T18:40:59.000000,Wednesday,2025-02-05T23:40:59.000000,2025-02-06T09:40:59.000000,1,5.0,10.0,15.0,0
CHG-0000114,Security settings updated,Facilities,Hulk,Hulk,Avengers,Service A,Low,High,Low,New,High,2025-02-05T06:37:42.000000,Wednesday,,,0,0.0,0.0,0.0,0
CHG-0000115,Scheduled task created,Failure,Iron Man,Iron Man,Avengers,Service B,High,Medium,High,In Progress,High,2025-02-05T10:47:28.000000,Wednesday,2025-02-05T16:47:28.000000,,1,6.0,0.0,0.0,0
CHG-0000116,User profile updated,Failure,Hulk,Hulk,Avengers,Service E,Medium,Low,Low,Closed,Low,2025-02-05T21:58:18.000000,Wednesday,2025-02-05T23:58:18.000000,2025-02-06T16:58:18.000000,0,2.0,17.0,19.0,0
CHG-0000117,System cache cleared,Failure,Doctor Strange,Doctor Strange,Avengers II,Service D,High,High,Low,Closed,Medium,2025-02-06T07:44:54.000000,Thursday,2025-02-06T09:44:54.000000,2025-02-06T13:44:54.000000,1,2.0,4.0,6.0,0
CHG-0000118,User account updated,Failure,Iron Man,Iron Man,Avengers,Service D,Medium,Medium,Low,Closed,Low,2025-02-06T23:02:47.000000,Thursday,2025-02-07T07:02:47.000000,2025-02-07T10:02:47.000000,3,8.0,3.0,11.0,0
CHG-0000119,System notification configured,Data,Loki,Loki,Avengers,Service D,Low,Medium,Low,Closed,Medium,2025-02-06T13:15:02.000000,Thursday,2025-02-06T19:15:02.000000,2025-02-07T09:15:02.000000,4,6.0,14.0,20.0,0
CHG-0000120,Service integration updated,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service E,Medium,Low,Medium,Closed,Low,2025-02-06T21:56:00.000000,Thursday,2025-02-07T05:56:00.000000,2025-02-08T06:56:00.000000,0,8.0,25.0,33.0,0
CHG-0000121,Data retention policy updated,Data,Thor,Thor,Avengers,Service D,Low,Medium,High,On Hold,Medium,2025-02-07T15:10:30.000000,Friday,,,1,0.0,0.0,0.0,0
CHG-0000122,Database maintenance completed,Hardware,Captain America,Captain America,Avengers,Service C,Medium,Low,Medium,Closed,Medium,2025-02-07T17:48:01.000000,Friday,2025-02-07T20:48:01.000000,2025-02-07T23:48:01.000000,0,3.0,3.0,6.0,0
CHG-0000123,Application log reviewed,Access,Iron Man,Iron Man,Avengers,Service B,Medium,Low,Medium,Closed,High,2025-02-07T16:13:10.000000,Friday,2025-02-07T21:13:10.000000,2025-02-08T04:13:10.000000,0,5.0,7.0,12.0,0
CHG-0000124,User group membership changed,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Medium,High,Low,Closed,High,2025-02-08T12:02:35.000000,Saturday,2025-02-08T15:02:35.000000,2025-02-09T09:02:35.000000,0,3.0,18.0,21.0,1
CHG-0000125,Device removed from inventory,Hardware,Captain America,Captain America,Avengers,Service C,Medium,High,High,Closed,High,2025-02-08T18:07:50.000000,Saturday,2025-02-09T00:07:50.000000,2025-02-09T09:07:50.000000,3,6.0,9.0,15.0,0
CHG-0000126,System role assigned,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,High,Medium,High,Closed,Medium,2025-02-08T09:23:37.000000,Saturday,2025-02-08T15:23:37.000000,2025-02-09T11:23:37.000000,5,6.0,20.0,26.0,0
CHG-0000127,Routine maintenance performed,Complaint,Captain America,Captain America,Avengers,Service E,Medium,Medium,Medium,Closed,Critical,2025-02-09T09:12:10.000000,Sunday,2025-02-09T11:12:10.000000,2025-02-10T21:12:10.000000,5,2.0,34.0,36.0,1
CHG-0000128,User account updated,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service D,High,High,Medium,Closed,Critical,2025-02-10T18:56:26.000000,Monday,2025-02-11T01:56:26.000000,2025-02-12T01:56:26.000000,5,7.0,24.0,31.0,1
CHG-0000129,Backup schedule updated,Facilities,John Wick,John Wick,Matrix,Service D,High,Low,Medium,Closed,Critical,2025-02-10T02:51:28.000000,Monday,2025-02-10T06:51:28.000000,2025-02-11T07:51:28.000000,2,4.0,25.0,29.0,1
CHG-0000130,Software version upgraded,Network,Loki,Loki,Avengers,Service C,Low,Medium,Low,In Progress,High,2025-02-10T20:47:37.000000,Monday,2025-02-11T00:47:37.000000,,3,4.0,0.0,0.0,0
CHG-0000131,Service integration updated,Data,Hulk,Hulk,Avengers,Service D,High,Medium,High,New,Medium,2025-02-10T16:01:48.000000,Monday,,,1,0.0,0.0,0.0,0
CHG-0000132,User profile updated,Network,Jack Sparrow,Jack Sparrow,Matrix,Service E,Medium,Low,Low,New,High,2025-02-11T16:07:48.000000,Tuesday,,,2,0.0,0.0,0.0,0
CHG-0000133,Network route adjusted,Software,Batman,Batman,Matrix,Service A,Medium,Medium,Low,Closed,Medium,2025-02-11T16:09:09.000000,Tuesday,2025-02-11T21:09:09.000000,2025-02-12T08:09:09.000000,2,5.0,11.0,16.0,0
CHG-0000134,Security settings updated,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,High,High,Closed,Medium,2025-02-12T22:50:36.000000,Wednesday,2025-02-13T01:50:36.000000,2025-02-14T09:50:36.000000,5,3.0,32.0,35.0,1
CHG-0000135,Alert threshold changed,Hardware,Spiderman,Spiderman,Avengers II,Service B,Medium,High,Medium,Closed,Medium,2025-02-12T04:28:33.000000,Wednesday,2025-02-12T12:28:33.000000,2025-02-13T14:28:33.000000,5,8.0,26.0,34.0,1
CHG-0000136,System update applied,Data,John Wick,John Wick,Matrix,Service A,Low,Low,High,Closed,Medium,2025-02-13T17:59:13.000000,Thursday,2025-02-13T19:59:13.000000,2025-02-14T07:59:13.000000,1,2.0,12.0,14.0,0
CHG-0000137,Device access restricted,Network,Iron Man,Iron Man,Avengers,Service A,High,Low,High,Closed,Medium,2025-02-14T21:23:42.000000,Friday,2025-02-15T00:23:42.000000,2025-02-15T04:23:42.000000,0,3.0,4.0,7.0,0
CHG-0000138,Resource allocation changed,Complaint,Thor,Thor,Avengers,Service C,High,High,High,Closed,Medium,2025-02-14T02:20:11.000000,Friday,2025-02-14T05:20:11.000000,2025-02-14T08:20:11.000000,1,3.0,3.0,6.0,0
CHG-0000139,Service integration updated,Hardware,Spiderman,Spiderman,Avengers II,Service D,Low,High,Low,Closed,Medium,2025-02-15T00:49:27.000000,Saturday,2025-02-15T05:49:27.000000,2025-02-15T23:49:27.000000,2,5.0,18.0,23.0,0
CHG-0000140,Application license assigned,Network,Thor,Thor,Avengers,Service B,High,Medium,High,Closed,Medium,2025-02-15T08:07:56.000000,Saturday,2025-02-15T13:07:56.000000,2025-02-16T00:07:56.000000,3,5.0,11.0,16.0,0
CHG-0000141,Application access granted,Complaint,Loki,Loki,Avengers,Service E,High,Medium,High,In Progress,Medium,2025-02-16T00:03:16.000000,Sunday,2025-02-16T03:03:16.000000,,1,3.0,0.0,0.0,0
CHG-0000142,System resource increased,Software,Batman,Batman,Matrix,Service C,High,High,Medium,On Hold,Low,2025-02-17T15:28:55.000000,Monday,,,4,0.0,0.0,0.0,0
CHG-0000143,Service restarted,Hardware,Captain America,Captain America,Avengers,Service D,Medium,Medium,Low,Closed,Low,2025-02-17T12:50:29.000000,Monday,2025-02-17T15:50:29.000000,2025-02-18T19:50:29.000000,2,3.0,28.0,31.0,0
CHG-0000144,Application deployed,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,High,High,Medium,Closed,Medium,2025-02-18T19:40:10.000000,Tuesday,2025-02-19T03:40:10.000000,2025-02-19T18:40:10.000000,5,8.0,15.0,23.0,0
CHG-0000145,Application configuration changed,Hardware,Neo,Neo,Matrix,Service D,Low,Medium,Low,Closed,Critical,2025-02-19T12:54:03.000000,Wednesday,2025-02-19T20:54:03.000000,2025-02-20T04:54:03.000000,0,8.0,8.0,16.0,1
CHG-0000146,Service port changed,Software,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Low,Medium,Closed,High,2025-02-19T17:23:56.000000,Wednesday,2025-02-19T23:23:56.000000,2025-02-20T21:23:56.000000,5,6.0,22.0,28.0,1
CHG-0000147,Service dependency changed,Data,Spiderman,Spiderman,Avengers II,Service C,High,Medium,Medium,Closed,Medium,2025-02-19T21:15:20.000000,Wednesday,2025-02-20T04:15:20.000000,2025-02-21T07:15:20.000000,5,7.0,27.0,34.0,1
CHG-0000148,Network route adjusted,Hardware,Iron Man,Iron Man,Avengers,Service B,Medium,Medium,Low,Closed,Medium,2025-02-20T08:21:05.000000,Thursday,2025-02-20T16:21:05.000000,2025-02-21T22:21:05.000000,2,8.0,30.0,38.0,1
CHG-0000149,Configuration setting changed,Facilities,Captain America,Captain America,Avengers,Service E,High,Low,Medium,Closed,Medium,2025-02-21T11:05:34.000000,Friday,2025-02-21T19:05:34.000000,2025-02-23T00:05:34.000000,1,8.0,29.0,37.0,1
CHG-0000150,Service endpoint modified,Hardware,Shang Chi,Shang Chi,Avengers II,Service E,High,High,Medium,Closed,Medium,2025-02-21T16:16:12.000000,Friday,2025-02-22T00:16:12.000000,2025-02-23T12:16:12.000000,3,8.0,36.0,44.0,1
CHG-0000151,Scheduled job modified,Data,Loki,Loki,Avengers,Service E,Low,Medium,Low,Closed,Medium,2025-02-21T14:52:02.000000,Friday,2025-02-21T18:52:02.000000,2025-02-22T15:52:02.000000,2,4.0,21.0,25.0,0
CHG-0000152,Device added to network,Hardware,Captain America,Captain America,Avengers,Service A,High,High,Low,Closed,Critical,2025-02-21T01:50:25.000000,Friday,2025-02-21T04:50:25.000000,2025-02-21T08:50:25.000000,1,3.0,4.0,7.0,0
CHG-0000153,User authentication method updated,Network,Loki,Loki,Avengers,Service B,High,Medium,Low,Closed,Medium,2025-02-21T01:04:35.000000,Friday,2025-02-21T07:04:35.000000,2025-02-21T20:04:35.000000,5,6.0,13.0,19.0,0
CHG-0000154,System backup restored,Data,Iron Man,Iron Man,Avengers,Service E,High,Medium,High,Closed,High,2025-02-22T09:04:08.000000,Saturday,2025-02-22T17:04:08.000000,2025-02-23T13:04:08.000000,3,8.0,20.0,28.0,1
CHG-0000155,Monitoring rules adjusted,Failure,Shang Chi,Shang Chi,Avengers II,Service D,Medium,Medium,High,Closed,Medium,2025-02-22T06:44:30.000000,Saturday,2025-02-22T12:44:30.000000,2025-02-23T01:44:30.000000,3,6.0,13.0,19.0,0
CHG-0000156,System notification configured,Failure,Shang Chi,Shang Chi,Avengers II,Service D,Medium,High,Low,Closed,Critical,2025-02-22T13:19:42.000000,Saturday,2025-02-22T21:19:42.000000,2025-02-23T01:19:42.000000,0,8.0,4.0,12.0,0
CHG-0000157,Application shortcut created,Failure,Iron Man,Iron Man,Avengers,Service A,High,High,Low,In Progress,Low,2025-02-22T19:52:05.000000,Saturday,2025-02-22T22:52:05.000000,,2,3.0,0.0,0.0,0
CHG-0000158,Device firmware updated,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,High,Medium,Medium,Closed,Medium,2025-02-23T13:42:45.000000,Sunday,2025-02-23T18:42:45.000000,2025-02-24T22:42:45.000000,2,5.0,28.0,33.0,1
CHG-0000159,Configuration setting changed,Complaint,Captain America,Captain America,Avengers,Service B,Low,Medium,Low,In Progress,High,2025-02-24T01:56:54.000000,Monday,2025-02-24T07:56:54.000000,,0,6.0,0.0,0.0,0
CHG-0000160,User account updated,Data,Thor,Thor,Avengers,Service A,Low,Low,Medium,On Hold,Medium,2025-02-25T08:14:41.000000,Tuesday,,,4,0.0,0.0,0.0,0
CHG-0000161,User authentication method updated,Facilities,John Wick,John Wick,Matrix,Service C,High,Low,High,Closed,High,2025-02-25T08:24:35.000000,Tuesday,2025-02-25T10:24:35.000000,2025-02-25T17:24:35.000000,4,2.0,7.0,9.0,0
CHG-0000162,Device configuration updated,Data,Captain Marvel,Captain Marvel,Avengers II,Service D,Low,High,Low,Closed,Low,2025-02-25T12:53:38.000000,Tuesday,2025-02-25T14:53:38.000000,2025-02-25T20:53:38.000000,1,2.0,6.0,8.0,0
CHG-0000163,User session reset,Facilities,Captain America,Captain America,Avengers,Service C,Low,Low,Low,Closed,High,2025-02-26T09:03:47.000000,Wednesday,2025-02-26T17:03:47.000000,2025-02-27T09:03:47.000000,5,8.0,16.0,24.0,0
CHG-0000164,Data export scheduled,Data,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,Low,Low,New,Medium,2025-02-26T11:51:44.000000,Wednesday,,,4,0.0,0.0,0.0,0
CHG-0000165,User profile updated,Access,John Wick,John Wick,Matrix,Service D,Medium,High,High,Closed,Medium,2025-02-26T11:51:40.000000,Wednesday,2025-02-26T14:51:40.000000,2025-02-27T01:51:40.000000,0,3.0,11.0,14.0,0
CHG-0000166,Application license assigned,Data,John Cena,John Cena,Matrix,Service B,High,Low,Medium,Closed,High,2025-02-26T09:32:51.000000,Wednesday,2025-02-26T12:32:51.000000,2025-02-27T11:32:51.000000,3,3.0,23.0,26.0,1
CHG-0000167,System log settings updated,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,High,Medium,Closed,High,2025-02-27T19:28:45.000000,Thursday,2025-02-27T21:28:45.000000,2025-02-28T15:28:45.000000,4,2.0,18.0,20.0,1
CHG-0000168,Network settings adjusted,Hardware,Captain America,Captain America,Avengers,Service E,Medium,Medium,Low,Closed,Low,2025-02-27T09:48:09.000000,Thursday,2025-02-27T12:48:09.000000,2025-02-28T00:48:09.000000,0,3.0,12.0,15.0,0
CHG-0000169,Device added to network,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Low,High,Medium,Closed,High,2025-02-27T13:34:22.000000,Thursday,2025-02-27T21:34:22.000000,2025-02-28T07:34:22.000000,4,8.0,10.0,18.0,0
CHG-0000170,Access policy reviewed,Network,Shang Chi,Shang Chi,Avengers II,Service D,Low,High,High,Closed,Critical,2025-02-27T13:44:24.000000,Thursday,2025-02-27T19:44:24.000000,2025-02-28T14:44:24.000000,4,6.0,19.0,25.0,1
CHG-0000171,Resource allocation changed,Facilities,Batman,Batman,Matrix,Service E,High,High,Low,Closed,Medium,2025-02-27T18:02:02.000000,Thursday,2025-02-28T00:02:02.000000,2025-03-01T12:02:02.000000,1,6.0,36.0,42.0,1
CHG-0000172,Scheduled job modified,Access,Shang Chi,Shang Chi,Avengers II,Service D,High,High,Medium,Closed,Medium,2025-02-28T04:50:46.000000,Friday,2025-02-28T07:50:46.000000,2025-03-01T14:50:46.000000,4,3.0,31.0,34.0,1
CHG-0000173,Service integration updated,Network,John Wick,John Wick,Matrix,Service A,High,High,Medium,Closed,High,2025-02-28T00:00:40.000000,Friday,2025-02-28T02:00:40.000000,2025-03-01T00:00:40.000000,4,2.0,22.0,24.0,1
CHG-0000174,System resource increased,Network,Iron Man,Iron Man,Avengers,Service D,Low,Low,Low,Closed,Critical,2025-02-28T23:57:01.000000,Friday,2025-03-01T03:57:01.000000,2025-03-01T08:57:01.000000,3,4.0,5.0,9.0,1
CHG-0000175,System role assigned,Facilities,Spiderman,Spiderman,Avengers II,Service B,High,High,Medium,Closed,High,2025-02-28T23:52:01.000000,Friday,2025-03-01T03:52:01.000000,2025-03-01T13:52:01.000000,0,4.0,10.0,14.0,0
CHG-0000176,Security settings updated,Facilities,Batman,Batman,Matrix,Service A,High,High,High,Closed,Medium,2025-03-01T08:12:06.000000,Saturday,2025-03-01T10:12:06.000000,2025-03-02T04:12:06.000000,5,2.0,18.0,20.0,0
CHG-0000177,System cache cleared,Hardware,Hulk,Hulk,Avengers,Service D,Low,Low,Medium,Closed,Medium,2025-03-01T13:11:16.000000,Saturday,2025-03-01T15:11:16.000000,2025-03-02T11:11:16.000000,2,2.0,20.0,22.0,0
CHG-0000178,Application deployed,Hardware,Spiderman,Spiderman,Avengers II,Service E,Medium,Medium,Low,Closed,Medium,2025-03-02T03:34:58.000000,Sunday,2025-03-02T08:34:58.000000,2025-03-03T03:34:58.000000,5,5.0,19.0,24.0,0
CHG-0000179,User permissions modified,Failure,Spiderman,Spiderman,Avengers II,Service C,High,Low,Low,On Hold,Medium,2025-03-02T11:18:10.000000,Sunday,,,5,0.0,0.0,0.0,0
CHG-0000180,Application shortcut created,Access,John Wick,John Wick,Matrix,Service D,Medium,Low,High,Closed,Low,2025-03-02T17:14:52.000000,Sunday,2025-03-02T21:14:52.000000,2025-03-04T08:14:52.000000,2,4.0,35.0,39.0,0
CHG-0000181,Data import completed,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,High,Low,Low,Closed,Medium,2025-03-02T14:11:55.000000,Sunday,2025-03-02T20:11:55.000000,2025-03-03T09:11:55.000000,2,6.0,13.0,19.0,0
CHG-0000182,Service dependency changed,Complaint,Thor,Thor,Avengers,Service B,High,High,Medium,Closed,Medium,2025-03-02T22:33:12.000000,Sunday,2025-03-03T06:33:12.000000,2025-03-03T11:33:12.000000,3,8.0,5.0,13.0,0
CHG-0000183,Service status checked,Hardware,Captain America,Captain America,Avengers,Service E,Medium,Medium,Medium,Closed,High,2025-03-03T04:00:29.000000,Monday,2025-03-03T06:00:29.000000,2025-03-04T02:00:29.000000,1,2.0,20.0,22.0,1
CHG-0000184,User group membership changed,Facilities,Loki,Loki,Avengers,Service B,Medium,Low,Low,Closed,Critical,2025-03-03T06:16:29.000000,Monday,2025-03-03T12:16:29.000000,2025-03-04T11:16:29.000000,1,6.0,23.0,29.0,1
CHG-0000185,User group membership changed,Software,Captain America,Captain America,Avengers,Service A,Low,High,High,Closed,Medium,2025-03-03T08:13:36.000000,Monday,2025-03-03T12:13:36.000000,2025-03-04T11:13:36.000000,4,4.0,23.0,27.0,0
CHG-0000186,Network settings adjusted,Hardware,Neo,Neo,Matrix,Service E,Low,Medium,Medium,Closed,Medium,2025-03-04T07:38:14.000000,Tuesday,2025-03-04T14:38:14.000000,2025-03-05T16:38:14.000000,2,7.0,26.0,33.0,1
CHG-0000187,Scheduled task created,Data,Spiderman,Spiderman,Avengers II,Service A,High,Medium,Medium,Closed,High,2025-03-04T14:52:14.000000,Tuesday,2025-03-04T20:52:14.000000,2025-03-05T02:52:14.000000,0,6.0,6.0,12.0,0
CHG-0000188,Alert threshold changed,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,High,High,Low,Closed,Medium,2025-03-05T00:57:28.000000,Wednesday,2025-03-05T03:57:28.000000,2025-03-06T06:57:28.000000,0,3.0,27.0,30.0,1
CHG-0000189,Data import completed,Network,Thor,Thor,Avengers,Service B,Low,High,Medium,Closed,Low,2025-03-05T19:04:07.000000,Wednesday,2025-03-05T21:04:07.000000,2025-03-06T04:04:07.000000,1,2.0,7.0,9.0,0
CHG-0000190,Application deployed,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,High,High,Low,Closed,High,2025-03-05T23:30:16.000000,Wednesday,2025-03-06T03:30:16.000000,2025-03-07T07:30:16.000000,1,4.0,28.0,32.0,1
CHG-0000191,User password reset,Software,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,Low,Low,Closed,Critical,2025-03-05T15:31:05.000000,Wednesday,2025-03-05T22:31:05.000000,2025-03-06T18:31:05.000000,1,7.0,20.0,27.0,1
CHG-0000192,System role assigned,Failure,Batman,Batman,Matrix,Service B,High,Medium,Low,Closed,Medium,2025-03-05T03:31:24.000000,Wednesday,2025-03-05T05:31:24.000000,2025-03-05T16:31:24.000000,3,2.0,11.0,13.0,0
CHG-0000193,Alert threshold changed,Hardware,Loki,Loki,Avengers,Service D,Medium,Medium,Medium,Closed,Low,2025-03-06T05:57:53.000000,Thursday,2025-03-06T11:57:53.000000,2025-03-06T13:57:53.000000,5,6.0,2.0,8.0,0
CHG-0000194,Service integration updated,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Medium,Medium,Closed,High,2025-03-06T17:06:49.000000,Thursday,2025-03-07T00:06:49.000000,2025-03-07T09:06:49.000000,0,7.0,9.0,16.0,0
CHG-0000195,Security settings updated,Hardware,Spiderman,Spiderman,Avengers II,Service E,Low,Medium,Low,In Progress,Medium,2025-03-06T19:13:27.000000,Thursday,2025-03-07T02:13:27.000000,,3,7.0,0.0,0.0,0
CHG-0000196,Scheduled task created,Data,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Low,Low,Closed,Medium,2025-03-06T00:11:23.000000,Thursday,2025-03-06T06:11:23.000000,2025-03-06T19:11:23.000000,4,6.0,13.0,19.0,0
CHG-0000197,Resource permissions changed,Facilities,Hulk,Hulk,Avengers,Service A,Low,High,High,Closed,Medium,2025-03-06T05:58:45.000000,Thursday,2025-03-06T07:58:45.000000,2025-03-07T01:58:45.000000,1,2.0,18.0,20.0,0
CHG-0000198,User group membership changed,Facilities,Hulk,Hulk,Avengers,Service C,Medium,Low,High,Closed,High,2025-03-07T03:30:46.000000,Friday,2025-03-07T07:30:46.000000,2025-03-08T00:30:46.000000,4,4.0,17.0,21.0,1
CHG-0000199,Data export scheduled,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,High,Medium,Low,Closed,Low,2025-03-08T02:26:56.000000,Saturday,2025-03-08T06:26:56.000000,2025-03-08T17:26:56.000000,0,4.0,11.0,15.0,0
CHG-0000200,User session reset,Failure,Batman,Batman,Matrix,Service D,Low,Medium,High,Closed,Low,2025-03-08T18:48:53.000000,Saturday,2025-03-08T21:48:53.000000,2025-03-09T10:48:53.000000,1,3.0,13.0,16.0,0
CHG-0000201,System role assigned,Access,Iron Man,Iron Man,Avengers,Service E,Medium,High,Low,On Hold,High,2025-03-08T00:07:35.000000,Saturday,,,0,0.0,0.0,0.0,0
CHG-0000202,Device removed from inventory,Data,John Cena,John Cena,Matrix,Service E,High,Medium,Low,Closed,Critical,2025-03-08T14:52:57.000000,Saturday,2025-03-08T22:52:57.000000,2025-03-10T00:52:57.000000,1,8.0,26.0,34.0,1
CHG-0000203,Software version upgraded,Data,Jack Sparrow,Jack Sparrow,Matrix,Service D,High,Low,High,Closed,Medium,2025-03-08T01:33:27.000000,Saturday,2025-03-08T07:33:27.000000,2025-03-08T18:33:27.000000,0,6.0,11.0,17.0,0
CHG-0000204,Device added to network,Failure,Loki,Loki,Avengers,Service D,High,Medium,High,Closed,Low,2025-03-09T23:20:37.000000,Sunday,2025-03-10T01:20:37.000000,2025-03-11T09:20:37.000000,4,2.0,32.0,34.0,0
CHG-0000205,Application license assigned,Complaint,Shang Chi,Shang Chi,Avengers II,Service E,Medium,High,Medium,On Hold,High,2025-03-09T19:29:47.000000,Sunday,,,1,0.0,0.0,0.0,0
CHG-0000206,Access policy reviewed,Complaint,Thor,Thor,Avengers,Service B,Medium,High,Low,Closed,Medium,2025-03-09T18:08:57.000000,Sunday,2025-03-10T00:08:57.000000,2025-03-10T22:08:57.000000,1,6.0,22.0,28.0,0
CHG-0000207,Backup schedule updated,Network,Jack Sparrow,Jack Sparrow,Matrix,Service D,Medium,Low,Low,Closed,High,2025-03-09T21:57:25.000000,Sunday,2025-03-10T05:57:25.000000,2025-03-10T14:57:25.000000,2,8.0,9.0,17.0,0
CHG-0000208,Service port changed,Access,John Cena,John Cena,Matrix,Service C,Low,Low,Medium,Closed,Medium,2025-03-09T10:21:57.000000,Sunday,2025-03-09T18:21:57.000000,2025-03-10T11:21:57.000000,4,8.0,17.0,25.0,0
CHG-0000209,Network settings adjusted,Software,Loki,Loki,Avengers,Service B,High,Medium,High,New,Low,2025-03-10T23:29:06.000000,Monday,,,3,0.0,0.0,0.0,0
