Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-101,New network share created without change request,Software,Michal,Jan,Avengers,Service A,Closed,Medium,High,High,High,2025-01-02T20:34:11.000000,2025-01-02T22:05:39.000000,2025-01-04T07:13:42.000000,1,Thursday,0,1.5244444444444445,33.134166666666665,34.658611111111114,1
CR-102,Endpoint reported repeated blocked exploit attempts,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,Medium,High,2025-01-02T06:12:47.000000,2025-01-02T10:40:18.000000,2025-01-03T09:10:45.000000,1,Thursday,0,4.458611111111111,22.5075,26.96611111111111,1
CR-103,Inactive account used for login attempt,Software,Thor,Jan,Avengers,Service A,Closed,High,Medium,Low,Medium,2025-01-02T03:22:04.000000,2025-01-02T05:24:07.000000,2025-01-02T11:44:09.000000,0,Thursday,1,2.0341666666666667,6.333888888888889,8.368055555555555,0
CR-104,Unapproved remote access session initiated,Complaint,Jan,Michal,Avengers,Service A,Closed,High,Medium,High,Low,2025-01-02T12:23:58.000000,2025-01-02T15:31:42.000000,2025-01-04T12:10:44.000000,1,Thursday,0,3.128888888888889,44.650555555555556,47.779444444444444,1
CR-105,Multiple password reset requests from same user,Failure,Captain America,Michal,Avengers,Service C,In Progress,Medium,Low,Medium,High,2025-01-02T09:04:02.000000,2025-01-02T10:50:47.000000,,1,Thursday,0,1.7791666666666666,0.0,0.0,0
CR-106,Suspicious file execution blocked by application control,Facilities,Peter,Thor,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-01-02T19:23:58.000000,2025-01-02T23:10:12.000000,2025-01-04T03:41:40.000000,0,Thursday,1,3.7705555555555557,28.524444444444445,32.295,1
CR-107,Suspicious authentication token reuse detected,Hardware,Thor,Iron Man,Matrix,Service C,Closed,High,Medium,Medium,High,2025-01-02T17:02:12.000000,2025-01-02T21:16:05.000000,2025-01-04T08:31:29.000000,1,Thursday,0,4.231388888888889,35.25666666666667,39.488055555555555,1
CR-108,Email forwarding rule created without user knowledge,Data,Iron Man,Captain America,Avengers,Service B,Closed,High,Low,Low,Medium,2025-01-02T01:51:19.000000,2025-01-02T03:10:40.000000,2025-01-03T20:39:02.000000,0,Thursday,1,1.3225,41.47277777777778,42.79527777777778,0
CR-109,Unusual spike in security alerts for single user,Access,Iron Man,Martin,Avengers,Service C,Closed,Low,Medium,Low,High,2025-01-02T13:25:02.000000,2025-01-02T21:49:41.000000,2025-01-04T02:56:18.000000,0,Thursday,1,8.410833333333333,29.110277777777778,37.52111111111111,1
CR-110,Suspicious authentication attempts to database server,Network,Iron Man,Thor,Avengers II,Service A,Closed,Medium,Low,High,Medium,2025-01-02T04:04:53.000000,2025-01-02T06:06:10.000000,2025-01-03T22:31:21.000000,0,Thursday,1,2.0213888888888887,40.41972222222222,42.44111111111111,0
CR-111,Inactive account used for login attempt,Complaint,Iron Man,Michal,Matrix,Service C,Closed,Low,High,Low,Low,2025-01-02T11:07:59.000000,2025-01-02T16:02:13.000000,2025-01-04T09:26:20.000000,0,Thursday,1,4.903888888888889,41.401944444444446,46.30583333333333,1
CR-112,New network share created without change request,Access,Iron Man,Iron Man,Avengers II,Service B,Closed,Low,Low,Medium,Medium,2025-01-02T02:10:20.000000,2025-01-02T08:33:29.000000,2025-01-02T17:52:07.000000,0,Thursday,1,6.385833333333333,9.310555555555556,15.696388888888889,0
CR-113,Abnormal outbound DNS requests from single host,Data,Jan,Martin,Matrix,Service A,Closed,Low,Low,Low,High,2025-01-02T09:09:17.000000,2025-01-02T13:34:36.000000,2025-01-02T18:49:40.000000,1,Thursday,0,4.421944444444445,5.251111111111111,9.673055555555555,0
CR-114,Unauthorized attempt to access security logs,Network,Michal,Jan,Avengers II,Service A,Closed,High,High,Medium,Low,2025-01-02T00:09:04.000000,2025-01-02T02:36:38.000000,2025-01-02T16:16:16.000000,1,Thursday,0,2.4594444444444443,13.660555555555556,16.12,1
CR-115,Suspicious login attempt using expired credentials,Software,Peter,Thor,Avengers II,Service C,Closed,Medium,Medium,Low,Low,2025-01-02T18:18:45.000000,2025-01-02T23:27:51.000000,2025-01-03T18:16:45.000000,0,Thursday,1,5.151666666666666,18.815,23.966666666666665,0
CR-116,Unusual data download volume from file server,Data,Jan,Martin,Avengers,Service C,Closed,Low,Medium,High,High,2025-01-02T16:21:30.000000,2025-01-03T01:03:39.000000,2025-01-04T06:27:26.000000,0,Thursday,1,8.7025,29.39638888888889,38.09888888888889,1
CR-117,Malicious macro detected in office document,Facilities,Martin,Peter,Avengers,Service C,Closed,High,Low,High,Medium,2025-01-02T08:55:59.000000,2025-01-02T13:21:54.000000,2025-01-03T03:30:48.000000,1,Thursday,0,4.4319444444444445,14.148333333333333,18.580277777777777,0
CR-118,Malicious JavaScript detected on visited webpage,Hardware,Michal,Thor,Avengers II,Service C,In Progress,Medium,High,Medium,Medium,2025-01-02T15:30:19.000000,2025-01-02T21:18:21.000000,,0,Thursday,1,5.8005555555555555,0.0,0.0,0
CR-119,Malicious macro detected in office document,Network,Michal,Peter,Avengers,Service C,Closed,High,Medium,High,Low,2025-01-02T22:26:19.000000,2025-01-03T04:01:25.000000,2025-01-04T10:26:52.000000,0,Thursday,1,5.585,30.424166666666668,36.009166666666665,1
CR-120,Login from decommissioned device detected in logs,Network,Thor,Iron Man,Avengers,Service A,Closed,Medium,High,Low,High,2025-01-02T02:13:10.000000,2025-01-02T10:41:26.000000,2025-01-03T22:13:01.000000,1,Thursday,0,8.471111111111112,35.52638888888889,43.9975,1
CR-121,Endpoint reported repeated blocked exploit attempts,Facilities,Peter,Thor,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-01-02T09:47:13.000000,2025-01-02T13:30:37.000000,2025-01-04T06:25:07.000000,1,Thursday,0,3.723333333333333,40.90833333333333,44.63166666666667,1
CR-122,Suspicious PowerShell activity detected on workstation,Hardware,Captain America,Michal,Matrix,Service A,Closed,Medium,Low,Low,High,2025-01-02T15:59:17.000000,2025-01-02T23:25:27.000000,2025-01-04T18:18:33.000000,0,Thursday,1,7.436111111111111,42.885,50.32111111111111,0
CR-123,Multiple failed VPN authentication attempts from external IP,Complaint,Thor,Martin,Avengers,Service A,Closed,Low,High,High,Medium,2025-01-02T04:03:51.000000,2025-01-02T06:15:26.000000,2025-01-02T15:39:58.000000,1,Thursday,0,2.1930555555555555,9.408888888888889,11.601944444444445,1
CR-124,Multiple failed VPN authentication attempts from external IP,Complaint,Martin,Peter,Matrix,Service A,Closed,High,High,Low,Low,2025-01-02T16:29:30.000000,2025-01-02T20:59:49.000000,2025-01-03T23:04:43.000000,1,Thursday,0,4.505277777777778,26.081666666666667,30.586944444444445,1
CR-125,Unusual file encryption activity detected on server,Access,Peter,Jan,Avengers,Service C,Closed,Low,Low,High,High,2025-01-02T11:21:25.000000,2025-01-02T14:12:05.000000,2025-01-03T22:28:25.000000,0,Thursday,1,2.8444444444444446,32.272222222222226,35.11666666666667,0
CR-126,Unusual VPN connection outside normal working hours,Complaint,Thor,Martin,Avengers,Service B,Closed,Medium,High,Low,Low,2025-01-02T06:28:35.000000,2025-01-02T10:58:42.000000,2025-01-02T16:38:20.000000,1,Thursday,0,4.501944444444445,5.660555555555556,10.1625,0
CR-127,Unapproved external USB storage device connected,Software,Peter,Iron Man,Avengers,Service C,Closed,Medium,Low,Low,Medium,2025-01-02T04:17:29.000000,2025-01-02T08:59:12.000000,2025-01-04T04:37:25.000000,0,Thursday,1,4.695277777777778,43.636944444444445,48.33222222222222,0
CR-128,Unusual VPN connection outside normal working hours,Network,Michal,Jan,Avengers,Service A,In Progress,Medium,Low,Low,Low,2025-01-02T11:40:11.000000,2025-01-02T15:59:43.000000,,1,Thursday,0,4.325555555555556,0.0,0.0,0
CR-129,Account lockout due to repeated failed authentication,Network,Martin,Thor,Avengers,Service A,Closed,Low,High,High,Medium,2025-01-02T14:43:48.000000,2025-01-02T19:30:17.000000,2025-01-03T09:20:48.000000,1,Thursday,0,4.7747222222222225,13.841944444444444,18.616666666666667,1
CR-130,Unauthorized access to shared network drive,Hardware,Captain America,Iron Man,Avengers II,Service A,On Hold,Low,High,Low,Low,2025-01-02T22:41:10.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-131,Privileged user access review identified anomalies,Software,Michal,Michal,Avengers,Service B,Closed,Medium,Medium,High,Low,2025-01-02T15:12:16.000000,2025-01-02T18:40:41.000000,2025-01-03T11:17:47.000000,1,Thursday,0,3.473611111111111,16.618333333333332,20.091944444444444,0
CR-132,Brute force attack detected on remote access gateway,Network,Captain America,Martin,Avengers II,Service C,Closed,Low,Medium,High,High,2025-01-02T22:42:44.000000,2025-01-03T01:31:27.000000,2025-01-04T17:10:45.000000,1,Thursday,0,2.8119444444444444,39.655,42.466944444444444,1
CR-133,Unusual access pattern to customer data records,Network,Jan,Martin,Avengers,Service A,Closed,Medium,Medium,Low,High,2025-01-02T18:40:51.000000,2025-01-02T23:41:37.000000,2025-01-03T17:15:03.000000,1,Thursday,0,5.012777777777778,17.557222222222222,22.57,0
CR-134,Ransomware behavior detected and contained on endpoint,Failure,Thor,Peter,Matrix,Service B,Closed,Low,Low,High,Medium,2025-01-02T00:29:00.000000,2025-01-02T02:01:52.000000,2025-01-02T17:06:24.000000,1,Thursday,0,1.5477777777777777,15.075555555555555,16.623333333333335,0
CR-135,Multiple password reset requests from same user,Complaint,Michal,Michal,Avengers,Service C,Closed,Medium,Low,High,High,2025-01-02T03:07:13.000000,2025-01-02T04:38:59.000000,2025-01-03T03:28:54.000000,1,Thursday,0,1.5294444444444444,22.831944444444446,24.36138888888889,0
CR-136,New privileged account created without proper approval,Data,Michal,Peter,Matrix,Service C,Closed,Low,High,High,Medium,2025-01-02T23:20:51.000000,2025-01-03T03:43:48.000000,2025-01-03T11:46:02.000000,0,Thursday,1,4.3825,8.037222222222223,12.419722222222223,1
CR-137,Unauthorized attempt to disable endpoint protection,Data,Michal,Michal,Matrix,Service C,Closed,High,Low,High,High,2025-01-02T08:24:56.000000,2025-01-02T12:51:57.000000,2025-01-04T05:17:17.000000,1,Thursday,0,4.450277777777778,40.422222222222224,44.8725,0
CR-138,Security policy violation on mobile device,Facilities,Peter,Martin,Matrix,Service B,Closed,High,Low,Low,Medium,2025-01-02T16:18:03.000000,2025-01-02T20:49:14.000000,2025-01-04T08:19:51.000000,1,Thursday,0,4.519722222222223,35.51027777777778,40.03,0
CR-139,Unusual file encryption activity detected on server,Failure,Martin,Michal,Matrix,Service B,Closed,High,Low,High,High,2025-01-02T21:59:12.000000,2025-01-03T06:30:33.000000,2025-01-04T08:20:59.000000,1,Thursday,0,8.5225,25.840555555555557,34.363055555555555,0
CR-140,Suspicious outbound traffic to known malicious domain,Network,Michal,Captain America,Avengers II,Service C,On Hold,High,High,High,Medium,2025-01-02T02:40:10.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-141,Unusual spike in security alerts for single user,Access,Thor,Captain America,Avengers II,Service C,Closed,High,Low,Medium,Low,2025-01-02T13:20:23.000000,2025-01-02T20:59:00.000000,2025-01-02T23:24:48.000000,0,Thursday,1,7.643611111111111,2.43,10.073611111111111,0
CR-142,Suspicious authentication token reuse detected,Failure,Jan,Michal,Avengers II,Service B,Closed,Low,Medium,Low,High,2025-01-02T21:49:25.000000,2025-01-03T01:40:36.000000,2025-01-04T19:19:19.000000,1,Thursday,0,3.8530555555555557,41.64527777777778,45.498333333333335,1
CR-143,Suspicious login attempt from unknown IP address,Data,Iron Man,Thor,Matrix,Service A,New,High,Medium,Medium,Medium,2025-01-02T06:00:33.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-144,Unusual traffic to anonymization service detected,Failure,Martin,Martin,Avengers II,Service A,Closed,Low,Medium,Low,High,2025-01-02T21:33:37.000000,2025-01-03T03:19:51.000000,2025-01-03T20:12:58.000000,0,Thursday,1,5.770555555555555,16.885277777777777,22.655833333333334,0
CR-145,Firewall detected and blocked port scanning activity,Hardware,Captain America,Captain America,Avengers II,Service A,Closed,Low,Low,Medium,High,2025-01-02T00:21:37.000000,2025-01-02T02:51:35.000000,2025-01-02T15:19:26.000000,1,Thursday,0,2.4994444444444444,12.464166666666667,14.963611111111112,0
CR-146,New privileged account created without proper approval,Data,Michal,Jan,Avengers II,Service B,Closed,High,High,High,High,2025-01-02T18:43:21.000000,2025-01-03T00:27:05.000000,2025-01-04T02:41:00.000000,0,Thursday,1,5.728888888888889,26.231944444444444,31.960833333333333,1
CR-147,Unusual data download volume from file server,Failure,Peter,Thor,Avengers,Service A,Closed,Medium,Medium,Low,Low,2025-01-02T18:51:32.000000,2025-01-02T21:30:35.000000,2025-01-04T17:10:52.000000,0,Thursday,1,2.6508333333333334,43.67138888888889,46.32222222222222,1
CR-148,Email account used to send large volume of external messages,Data,Jan,Martin,Avengers,Service B,Closed,Low,Low,Medium,Medium,2025-01-02T02:08:49.000000,2025-01-02T05:02:31.000000,2025-01-02T22:29:48.000000,1,Thursday,0,2.895,17.454722222222223,20.349722222222223,0
CR-149,Unusual data download volume from file server,Network,Michal,Peter,Matrix,Service B,Closed,High,Low,Low,Low,2025-01-02T21:52:22.000000,2025-01-02T23:13:02.000000,2025-01-04T01:13:22.000000,1,Thursday,0,1.3444444444444446,26.005555555555556,27.35,0
CR-150,Suspicious outbound traffic to known malicious domain,Failure,Peter,Thor,Avengers,Service B,Closed,High,High,High,Low,2025-01-02T02:53:36.000000,2025-01-02T07:32:21.000000,2025-01-03T17:35:39.000000,1,Thursday,0,4.645833333333333,34.055,38.700833333333335,1
CR-151,Unauthorized attempt to access security logs,Access,Martin,Iron Man,Matrix,Service B,Closed,Low,Low,Medium,Low,2025-01-02T11:32:00.000000,2025-01-02T12:45:56.000000,2025-01-04T07:38:53.000000,1,Thursday,0,1.2322222222222223,42.8825,44.11472222222222,0
CR-152,Web proxy blocked access to high-risk website,Facilities,Captain America,Jan,Avengers II,Service A,Closed,Low,Low,High,Medium,2025-01-02T13:46:00.000000,2025-01-02T15:02:27.000000,2025-01-04T11:30:43.000000,1,Thursday,0,1.2741666666666667,44.471111111111114,45.74527777777778,0
CR-153,Network scan originating from internal segment detected,Hardware,Iron Man,Jan,Avengers,Service A,On Hold,Medium,High,Medium,High,2025-01-02T22:34:09.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-154,Endpoint antivirus detected and quarantined malware,Hardware,Iron Man,Thor,Avengers II,Service B,New,Medium,High,High,Low,2025-01-02T19:21:14.000000,,,0,Thursday,1,0.0,0.0,0.0,0
CR-155,Abnormal outbound DNS requests from single host,Failure,Michal,Michal,Avengers,Service A,Closed,High,High,High,Medium,2025-01-02T05:21:01.000000,2025-01-02T12:10:40.000000,2025-01-03T07:02:04.000000,0,Thursday,1,6.8275,18.856666666666666,25.684166666666666,1
CR-156,External IP added to whitelist without approval,Software,Captain America,Michal,Avengers,Service A,On Hold,Medium,High,Medium,High,2025-01-02T01:53:37.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-157,Web proxy blocked access to high-risk website,Data,Michal,Iron Man,Avengers II,Service A,Closed,High,High,Low,Low,2025-01-02T19:00:25.000000,2025-01-03T00:26:02.000000,2025-01-03T04:24:25.000000,0,Thursday,1,5.426944444444445,3.9730555555555553,9.4,0
CR-158,Unauthorized attempt to access HR system,Failure,Martin,Iron Man,Avengers II,Service B,On Hold,High,Medium,Medium,High,2025-01-02T06:04:37.000000,,,0,Thursday,1,0.0,0.0,0.0,0
CR-159,Multiple password reset requests from same user,Data,Iron Man,Iron Man,Avengers II,Service C,Closed,Low,High,Low,Low,2025-01-02T19:43:06.000000,2025-01-02T20:43:47.000000,2025-01-03T03:46:36.000000,1,Thursday,0,1.011388888888889,7.046944444444445,8.058333333333334,0
CR-160,Multiple devices reporting same malware signature,Facilities,Martin,Iron Man,Avengers,Service C,Closed,High,Low,Medium,Medium,2025-01-02T13:04:38.000000,2025-01-02T14:35:55.000000,2025-01-03T07:33:50.000000,1,Thursday,0,1.521388888888889,16.96527777777778,18.486666666666668,0
CR-161,Unauthorized attempt to access security logs,Complaint,Thor,Captain America,Avengers,Service A,Closed,Low,High,Low,High,2025-01-02T23:29:02.000000,2025-01-03T03:38:56.000000,2025-01-04T02:14:08.000000,1,Thursday,0,4.165,22.586666666666666,26.751666666666665,1
CR-162,Unusual file encryption activity detected on server,Data,Martin,Martin,Avengers,Service C,Closed,High,Low,Low,Low,2025-01-02T08:41:45.000000,2025-01-02T16:18:27.000000,2025-01-03T08:59:30.000000,0,Thursday,1,7.611666666666666,16.684166666666666,24.295833333333334,0
CR-163,Unapproved application communicating with external server,Complaint,Captain America,Michal,Avengers,Service B,Closed,High,Low,High,Medium,2025-01-02T05:08:11.000000,2025-01-02T10:52:23.000000,2025-01-04T07:08:43.000000,1,Thursday,0,5.736666666666666,44.272222222222226,50.00888888888889,0
CR-164,Unauthorized access to shared network drive,Network,Michal,Michal,Matrix,Service C,Closed,Medium,Low,Medium,Low,2025-01-02T13:44:18.000000,2025-01-02T18:59:51.000000,2025-01-03T17:43:29.000000,0,Thursday,1,5.259166666666666,22.72722222222222,27.98638888888889,0
CR-165,Unencrypted data transfer detected over public network,Hardware,Jan,Thor,Matrix,Service A,Closed,High,Low,Low,High,2025-01-02T05:51:13.000000,2025-01-02T07:40:30.000000,2025-01-02T21:40:52.000000,0,Thursday,1,1.821388888888889,14.00611111111111,15.8275,0
CR-166,Suspicious authentication token reuse detected,Network,Peter,Thor,Avengers II,Service C,Closed,Medium,High,Low,Low,2025-01-02T05:39:09.000000,2025-01-02T13:22:57.000000,2025-01-02T22:59:20.000000,0,Thursday,1,7.73,9.606388888888889,17.336388888888887,1
CR-167,Unexpected configuration change on security appliance,Hardware,Jan,Iron Man,Avengers II,Service C,Closed,High,High,High,Medium,2025-01-02T11:04:32.000000,2025-01-02T12:44:07.000000,2025-01-02T22:42:03.000000,0,Thursday,1,1.6597222222222223,9.965555555555556,11.625277777777777,1
CR-168,Multiple logins from different countries within short timeframe,Network,Iron Man,Thor,Avengers II,Service B,Closed,Low,High,Medium,Low,2025-01-02T08:28:21.000000,2025-01-02T09:52:56.000000,2025-01-03T09:04:26.000000,1,Thursday,0,1.4097222222222223,23.191666666666666,24.601388888888888,1
CR-169,Multiple logins from different countries within short timeframe,Failure,Peter,Peter,Matrix,Service B,Closed,High,Low,High,Medium,2025-01-02T11:31:14.000000,2025-01-02T15:58:06.000000,2025-01-03T07:42:20.000000,1,Thursday,0,4.447777777777778,15.737222222222222,20.185,0
CR-170,Unusual VPN connection outside normal working hours,Data,Martin,Michal,Avengers,Service A,Closed,Low,Low,High,Medium,2025-01-02T12:06:07.000000,2025-01-02T18:43:37.000000,2025-01-03T23:23:11.000000,0,Thursday,1,6.625,28.659444444444443,35.284444444444446,0
