Number,Type of Payment,Process,System,Volume,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
INC-2025-00117,Proces X,Proces X,SOLEMOS,100,DC,Batman,Closed,Medium,Low,Medium,Wednesday,2025-01-01T16:58:07.000000,2025-01-01T18:19:07.000000,2025-01-02T14:37:58.036112,2025-01-02T15:02:58.036112
INC-2025-00118,Domestic Payment,Domestic Payment,STP CAT,6886,DC,Aquaman,Closed,Medium,Low,Medium,Wednesday,2025-01-01T14:05:29.000000,2025-01-01T14:33:29.000000,2025-01-02T22:37:19.392430,2025-01-02T23:26:19.392430
INC-2025-00119,SEPA Payment,SEPA Payment,Stargate,11352,DC,Aquaman,Closed,High,Medium,Medium,Wednesday,2025-01-01T10:02:54.000000,2025-01-01T11:10:54.000000,2025-01-01T23:34:01.881314,2025-01-02T00:22:01.881314
INC-2025-00120,Money Rates,Money Rates,SOLEMOS,5,Avengers,Hulk,New,Critical,High,High,Wednesday,2025-01-01T13:03:07.000000,,,
INC-2025-00121,SEPA Payment,SEPA Payment,Stargate,25070,DC,Batman,Closed,High,High,Medium,Wednesday,2025-01-01T14:51:21.000000,2025-01-01T15:53:21.000000,2025-01-02T08:52:30.073867,2025-01-02T09:44:30.073867
INC-2025-00122,International Transfer,International Transfer,Stargate,27,Avengers,Iron Man,Closed,Medium,Medium,Medium,Wednesday,2025-01-01T10:35:37.000000,2025-01-01T11:05:37.000000,2025-01-02T04:08:21.709540,2025-01-02T04:24:21.709540
INC-2025-00123,Domestic Payment,Domestic Payment,STP CAT,13968,DC,Punisher,Closed,High,High,High,Wednesday,2025-01-01T21:06:20.000000,2025-01-01T21:54:20.000000,2025-01-02T04:49:11.772970,2025-01-02T06:11:11.772970
INC-2025-00124,International Transfer,International Transfer,Stargate,36,Avengers,Doctor Strange,Closed,Critical,High,High,Wednesday,2025-01-01T12:10:15.000000,2025-01-01T13:00:15.000000,2025-01-01T13:24:17.249320,2025-01-01T13:52:17.249320
INC-2025-00125,Proces X,Proces X,SOLEMOS,54,People,Jackie Chan,Closed,Medium,Low,Low,Wednesday,2025-01-01T14:28:14.000000,2025-01-01T14:48:14.000000,2025-01-02T22:48:29.230781,2025-01-02T23:20:29.230781
INC-2025-00126,International Transfer,International Transfer,Stargate,25,Avengers,Hulk,Closed,Medium,Low,Low,Wednesday,2025-01-01T13:35:45.000000,2025-01-01T14:03:45.000000,2025-01-01T22:47:57.185632,2025-01-02T00:16:57.185632
INC-2025-00127,SEPA Payment,SEPA Payment,Stargate,8606,Avengers,Thor,New,Medium,Medium,Low,Wednesday,2025-01-01T10:13:56.000000,,,
INC-2025-00128,Basic Payment,Basic Payment,STP CAT,4622,DC,Aquaman,Closed,Medium,Medium,Medium,Wednesday,2025-01-01T15:17:06.000000,2025-01-01T15:59:06.000000,2025-01-02T19:14:04.592378,2025-01-02T20:11:04.592378
INC-2025-00129,Domestic Payment,Domestic Payment,STP CAT,2465,People,Scarlett Johansson,Closed,Medium,Low,Medium,Wednesday,2025-01-01T13:46:48.000000,2025-01-01T14:31:48.000000,2025-01-02T05:33:02.735969,2025-01-02T06:49:02.735969
INC-2025-00130,SEPA Payment,SEPA Payment,Stargate,33325,Avengers,Thor,Closed,Critical,High,Medium,Wednesday,2025-01-01T14:15:55.000000,2025-01-01T14:58:55.000000,2025-01-01T18:42:55.710445,2025-01-01T19:06:55.710445
INC-2025-00131,International Transfer,International Transfer,Stargate,41,Avengers,Hulk,Closed,Critical,Medium,High,Wednesday,2025-01-01T23:12:06.000000,2025-01-02T00:05:06.000000,2025-01-02T01:33:18.846129,2025-01-02T02:42:18.846129
INC-2025-00132,Domestic Payment,Domestic Payment,STP CAT,12386,DC,Punisher,Closed,Medium,Medium,Medium,Wednesday,2025-01-01T12:45:52.000000,2025-01-01T14:05:52.000000,2025-01-02T06:54:43.621392,2025-01-02T07:54:43.621392
INC-2025-00133,Proces X,Proces X,SOLEMOS,92,People,Mark,Closed,Medium,Medium,Medium,Wednesday,2025-01-01T12:43:02.000000,2025-01-01T13:45:02.000000,2025-01-01T22:20:12.959895,2025-01-01T23:23:12.959895
INC-2025-00134,International Transfer,International Transfer,Stargate,13,Avengers,Hulk,Closed,Low,Low,Low,Wednesday,2025-01-01T09:08:03.000000,2025-01-01T09:26:03.000000,2025-01-02T08:03:52.084682,2025-01-02T09:26:52.084682
INC-2025-00135,International Transfer,International Transfer,Stargate,22,Avengers,Iron Man,Closed,High,Medium,High,Wednesday,2025-01-01T17:53:18.000000,2025-01-01T18:37:18.000000,2025-01-02T06:11:27.985875,2025-01-02T06:39:27.985875
INC-2025-00136,SEPA Payment,SEPA Payment,Stargate,83782,DC,Dr. X,Closed,High,Medium,High,Wednesday,2025-01-01T09:46:12.000000,2025-01-01T10:47:12.000000,2025-01-01T15:36:52.430401,2025-01-01T16:07:52.430401
INC-2025-00137,Basic Payment,Basic Payment,STP CAT,2069,DC,Punisher,Closed,Medium,Medium,Medium,Thursday,2025-01-02T18:44:36.000000,2025-01-02T19:30:36.000000,2025-01-03T16:31:31.424409,2025-01-03T17:17:31.424409
INC-2025-00138,Proces X,Proces X,SOLEMOS,229,Avengers,Thor,Closed,Medium,Medium,Medium,Thursday,2025-01-02T11:58:48.000000,2025-01-02T12:27:48.000000,2025-01-03T17:51:20.762014,2025-01-03T19:01:20.762014
INC-2025-00139,SEPA Payment,SEPA Payment,Stargate,33537,Avengers,Thor,Closed,Low,Low,Low,Thursday,2025-01-02T11:44:29.000000,2025-01-02T12:40:29.000000,2025-01-05T11:38:05.293058,2025-01-05T12:59:05.293058
INC-2025-00140,Money Rates,Money Rates,SOLEMOS,1,Avengers,Doctor Strange,Closed,Critical,High,High,Thursday,2025-01-02T15:04:50.000000,2025-01-02T15:17:50.000000,2025-01-02T18:00:42.306573,2025-01-02T18:27:42.306573
INC-2025-00141,Basic Payment,Basic Payment,STP CAT,4912,People,Scarlett Johansson,Closed,Low,Low,Low,Thursday,2025-01-02T10:04:39.000000,2025-01-02T10:46:39.000000,2025-01-05T06:59:09.171889,2025-01-05T07:37:09.171889
INC-2025-00142,Proces X,Proces X,SOLEMOS,6,People,Dwayne Johnson,Closed,Medium,Medium,Medium,Thursday,2025-01-02T03:09:52.000000,2025-01-02T03:29:52.000000,2025-01-02T15:54:17.546665,2025-01-02T17:02:17.546665
INC-2025-00143,Basic Payment,Basic Payment,STP CAT,3803,People,Kevin Hart,Closed,Medium,Low,Medium,Thursday,2025-01-02T08:22:58.000000,2025-01-02T09:52:58.000000,2025-01-02T16:53:31.768150,2025-01-02T18:09:31.768150
INC-2025-00144,Domestic Payment,Domestic Payment,STP CAT,10023,DC,Aquaman,Closed,Low,Low,Low,Thursday,2025-01-02T11:48:28.000000,2025-01-02T12:33:28.000000,2025-01-04T21:49:11.432618,2025-01-04T23:18:11.432618
INC-2025-00145,International Transfer,International Transfer,Stargate,34,Avengers,Hulk,Closed,High,Medium,Medium,Thursday,2025-01-02T08:31:31.000000,2025-01-02T09:22:31.000000,2025-01-03T01:29:44.387011,2025-01-03T02:43:44.387011
INC-2025-00146,International Transfer,International Transfer,Stargate,5,Avengers,Thor,Closed,Critical,High,High,Thursday,2025-01-02T13:39:41.000000,2025-01-02T13:50:41.000000,2025-01-02T16:53:24.197865,2025-01-02T18:23:24.197865
INC-2025-00147,International Transfer,International Transfer,Stargate,19,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-01-02T23:20:27.000000,2025-01-02T23:33:27.000000,2025-01-03T06:01:19.255845,2025-01-03T06:21:19.255845
INC-2025-00148,SEPA Payment,SEPA Payment,STP CAT,62869,DC,Dr. X,Closed,Critical,High,High,Thursday,2025-01-02T09:53:54.000000,2025-01-02T11:06:54.000000,2025-01-02T14:06:05.994552,2025-01-02T15:29:05.994552
INC-2025-00149,Money Rates,Money Rates,SOLEMOS,3,DC,Dr. X,Closed,High,High,High,Thursday,2025-01-02T16:29:09.000000,2025-01-02T17:32:09.000000,2025-01-03T06:46:36.955227,2025-01-03T07:59:36.955227
INC-2025-00150,Proces X,Proces X,SOLEMOS,234,People,Kevin Hart,Closed,Medium,Low,Low,Thursday,2025-01-02T10:25:14.000000,2025-01-02T11:25:14.000000,2025-01-03T05:24:15.507036,2025-01-03T05:52:15.507036
INC-2025-00151,International Transfer,International Transfer,Stargate,1,Avengers,Doctor Strange,Closed,High,High,High,Thursday,2025-01-02T14:49:39.000000,2025-01-02T15:46:39.000000,2025-01-03T05:01:02.887749,2025-01-03T06:23:02.887749
INC-2025-00152,Domestic Payment,Domestic Payment,STP CAT,16370,People,Scarlett Johansson,New,Medium,Medium,Medium,Thursday,2025-01-02T17:27:56.000000,,,
INC-2025-00153,International Transfer,International Transfer,Stargate,3,DC,Batman,Closed,High,Medium,Medium,Thursday,2025-01-02T10:07:05.000000,2025-01-02T11:06:05.000000,2025-01-02T21:33:25.817681,2025-01-02T22:36:25.817681
INC-2025-00154,Basic Payment,Basic Payment,STP CAT,1808,People,Jackie Chan,Closed,Low,Low,Low,Thursday,2025-01-02T15:32:43.000000,2025-01-02T16:47:43.000000,2025-01-04T00:00:24.795371,2025-01-04T01:12:24.795371
INC-2025-00155,Domestic Payment,Domestic Payment,STP CAT,17165,People,Kevin Hart,Closed,High,High,High,Thursday,2025-01-02T10:17:46.000000,2025-01-02T10:40:46.000000,2025-01-02T20:00:33.446377,2025-01-02T20:15:33.446377
INC-2025-00156,Basic Payment,Basic Payment,STP CAT,1107,People,Kevin Hart,Closed,Medium,Low,Medium,Thursday,2025-01-02T17:11:40.000000,2025-01-02T18:19:40.000000,2025-01-04T01:31:43.918526,2025-01-04T02:32:43.918526
INC-2025-00157,Money Rates,Money Rates,SOLEMOS,1,Avengers,Doctor Strange,Closed,Low,Low,Low,Thursday,2025-01-02T13:47:41.000000,2025-01-02T14:12:41.000000,2025-01-03T22:43:18.614737,2025-01-03T23:20:18.614737
INC-2025-00158,Proces X,Proces X,SOLEMOS,128,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Thursday,2025-01-02T16:50:34.000000,2025-01-02T17:16:34.000000,2025-01-03T02:17:25.887205,2025-01-03T03:19:25.887205
INC-2025-00159,Domestic Payment,Domestic Payment,STP CAT,14081,DC,Dr. X,Closed,Low,Low,Low,Thursday,2025-01-02T12:47:45.000000,2025-01-02T13:16:45.000000,2025-01-04T00:45:37.367705,2025-01-04T02:09:37.367705
INC-2025-00160,Money Rates,Money Rates,SOLEMOS,10,Avengers,Doctor Strange,Closed,High,High,High,Thursday,2025-01-02T14:53:55.000000,2025-01-02T15:36:55.000000,2025-01-02T20:36:39.030108,2025-01-02T21:15:39.030108
INC-2025-00161,International Transfer,International Transfer,Stargate,1,Avengers,Hulk,Closed,High,High,Medium,Thursday,2025-01-02T15:40:33.000000,2025-01-02T15:55:33.000000,2025-01-02T21:22:49.015100,2025-01-02T22:16:49.015100
INC-2025-00162,Domestic Payment,Domestic Payment,STP CAT,3147,DC,Aquaman,Closed,Medium,Medium,Medium,Thursday,2025-01-02T13:23:48.000000,2025-01-02T14:52:48.000000,2025-01-03T23:22:19.931074,2025-01-04T00:29:19.931074
INC-2025-00163,Domestic Payment,Domestic Payment,STP CAT,16088,DC,Batman,Closed,Medium,Medium,Low,Thursday,2025-01-02T22:04:27.000000,2025-01-02T23:07:27.000000,2025-01-04T04:33:57.703457,2025-01-04T05:49:57.703457
INC-2025-00164,SEPA Payment,SEPA Payment,Stargate,26489,Avengers,Iron Man,Closed,Medium,Medium,Medium,Thursday,2025-01-02T13:52:37.000000,2025-01-02T14:32:37.000000,2025-01-03T19:59:28.811769,2025-01-03T20:45:28.811769
INC-2025-00165,International Transfer,International Transfer,Stargate,37,Avengers,Iron Man,Closed,High,Medium,High,Thursday,2025-01-02T10:51:15.000000,2025-01-02T11:05:15.000000,2025-01-02T19:09:00.857152,2025-01-02T19:54:00.857152
INC-2025-00166,Basic Payment,Basic Payment,STP CAT,1317,DC,Dr. X,Closed,Medium,Medium,Medium,Thursday,2025-01-02T07:45:34.000000,2025-01-02T09:15:34.000000,2025-01-03T05:39:01.468588,2025-01-03T06:10:01.468588
INC-2025-00167,Basic Payment,Basic Payment,STP CAT,3433,DC,Batman,Closed,Medium,Medium,Medium,Thursday,2025-01-02T23:42:08.000000,2025-01-03T01:02:08.000000,2025-01-03T20:52:48.025296,2025-01-03T21:39:48.025296
INC-2025-00168,Basic Payment,Basic Payment,STP CAT,2334,DC,Punisher,Closed,Low,Low,Low,Thursday,2025-01-02T11:18:42.000000,2025-01-02T12:21:42.000000,2025-01-04T06:27:35.613300,2025-01-04T07:10:35.613300
INC-2025-00169,Domestic Payment,Domestic Payment,STP CAT,10928,People,Scarlett Johansson,Closed,Medium,Low,Medium,Thursday,2025-01-02T16:19:32.000000,2025-01-02T16:46:32.000000,2025-01-03T18:08:48.168638,2025-01-03T18:41:48.168638
INC-2025-00170,Domestic Payment,Domestic Payment,STP CAT,570,DC,Aquaman,On Hold,Medium,Medium,Medium,Thursday,2025-01-02T23:24:32.000000,,,
INC-2025-00171,SEPA Payment,SEPA Payment,Stargate,71796,DC,Punisher,Closed,Critical,High,High,Thursday,2025-01-02T15:34:37.000000,2025-01-02T16:30:37.000000,2025-01-02T20:30:35.433970,2025-01-02T20:59:35.433970
INC-2025-00172,Proces X,Proces X,SOLEMOS,207,DC,Dr. X,Closed,Low,Low,Low,Thursday,2025-01-02T20:53:40.000000,2025-01-02T22:06:40.000000,2025-01-06T15:25:13.085947,2025-01-06T16:29:13.085947
INC-2025-00173,Proces X,Proces X,SOLEMOS,135,DC,Batman,Closed,Medium,Medium,Medium,Thursday,2025-01-02T17:36:28.000000,2025-01-02T18:24:28.000000,2025-01-03T11:36:09.717886,2025-01-03T13:04:09.717886
INC-2025-00174,Money Rates,Money Rates,SOLEMOS,8,Avengers,Hulk,Closed,High,Medium,Medium,Thursday,2025-01-02T20:21:09.000000,2025-01-02T20:43:09.000000,2025-01-03T01:39:15.021103,2025-01-03T02:54:15.021103
INC-2025-00175,SEPA Payment,SEPA Payment,Stargate,67475,Avengers,Hulk,Closed,Medium,Low,Medium,Thursday,2025-01-02T14:14:34.000000,2025-01-02T15:38:34.000000,2025-01-03T10:57:41.908885,2025-01-03T11:59:41.908885
INC-2025-00176,International Transfer,International Transfer,Stargate,21,Avengers,Iron Man,Closed,Low,Low,Low,Thursday,2025-01-02T09:49:52.000000,2025-01-02T11:04:52.000000,2025-01-04T14:13:05.041028,2025-01-04T15:02:05.041028
INC-2025-00177,Proces X,Proces X,SOLEMOS,125,People,Kevin Hart,Closed,High,Medium,High,Thursday,2025-01-02T05:07:17.000000,2025-01-02T06:09:17.000000,2025-01-02T18:33:09.787531,2025-01-02T18:59:09.787531
INC-2025-00178,Money Rates,Money Rates,SOLEMOS,3,People,The Rock,New,High,High,High,Thursday,2025-01-02T16:22:53.000000,,,
INC-2025-00179,International Transfer,International Transfer,Stargate,37,Avengers,Hulk,Closed,Critical,High,High,Thursday,2025-01-02T16:52:05.000000,2025-01-02T17:42:05.000000,2025-01-02T19:53:06.283018,2025-01-02T20:44:06.283018
INC-2025-00180,SEPA Payment,SEPA Payment,Stargate,73286,DC,Batman,Closed,High,Medium,High,Thursday,2025-01-02T09:02:27.000000,2025-01-02T09:16:27.000000,2025-01-02T17:33:40.920131,2025-01-02T19:00:40.920131
INC-2025-00181,Money Rates,Money Rates,SOLEMOS,8,Avengers,Doctor Strange,Closed,High,High,High,Thursday,2025-01-02T23:00:51.000000,2025-01-02T23:38:51.000000,2025-01-03T03:08:12.273058,2025-01-03T03:43:12.273058
INC-2025-00182,Proces X,Proces X,SOLEMOS,77,People,Kevin Hart,Closed,Medium,Medium,Medium,Thursday,2025-01-02T13:18:25.000000,2025-01-02T13:35:25.000000,2025-01-03T05:29:39.444714,2025-01-03T05:47:39.444714
INC-2025-00183,Proces X,Proces X,SOLEMOS,84,Avengers,Doctor Strange,On Hold,Medium,Medium,Low,Thursday,2025-01-02T13:27:22.000000,,,
INC-2025-00184,Basic Payment,Basic Payment,STP CAT,652,DC,Punisher,Closed,Medium,Medium,Low,Thursday,2025-01-02T09:04:11.000000,2025-01-02T09:41:11.000000,2025-01-03T01:05:41.096077,2025-01-03T01:26:41.096077
INC-2025-00185,International Transfer,International Transfer,Stargate,38,Avengers,Hulk,Closed,Low,Low,Low,Thursday,2025-01-02T11:19:57.000000,2025-01-02T11:58:57.000000,2025-01-04T12:41:06.315835,2025-01-04T13:01:06.315835
INC-2025-00186,Basic Payment,Basic Payment,STP CAT,2244,DC,Punisher,Closed,Medium,Medium,Low,Thursday,2025-01-02T09:22:03.000000,2025-01-02T10:26:03.000000,2025-01-03T20:26:57.395172,2025-01-03T21:06:57.395172
INC-2025-00187,Domestic Payment,Domestic Payment,STP CAT,15226,DC,Aquaman,Closed,Medium,Low,Low,Thursday,2025-01-02T23:23:48.000000,2025-01-02T23:49:48.000000,2025-01-03T18:26:14.441942,2025-01-03T19:06:14.441942
INC-2025-00188,Proces X,Proces X,STP CAT,207,People,Jackie Chan,Closed,High,Medium,High,Thursday,2025-01-02T18:49:27.000000,2025-01-02T19:43:27.000000,2025-01-03T12:11:18.180748,2025-01-03T12:31:18.180748
INC-2025-00189,SEPA Payment,SEPA Payment,STP CAT,96025,Avengers,Doctor Strange,Closed,Critical,High,High,Thursday,2025-01-02T08:51:29.000000,2025-01-02T10:05:29.000000,2025-01-02T12:21:43.866095,2025-01-02T12:39:43.866095
INC-2025-00190,SEPA Payment,SEPA Payment,Stargate,23614,Avengers,Thor,Closed,High,High,High,Thursday,2025-01-02T10:44:09.000000,2025-01-02T12:12:09.000000,2025-01-02T23:23:07.625379,2025-01-03T00:00:07.625379
INC-2025-00191,SEPA Payment,SEPA Payment,Stargate,83101,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-01-02T13:56:36.000000,2025-01-02T14:33:36.000000,2025-01-02T17:58:07.475566,2025-01-02T19:12:07.475566
INC-2025-00192,Basic Payment,Basic Payment,STP CAT,2788,DC,Dr. X,Closed,High,High,High,Thursday,2025-01-02T08:05:03.000000,2025-01-02T09:21:03.000000,2025-01-02T13:27:23.674223,2025-01-02T13:54:23.674223
INC-2025-00193,Domestic Payment,Domestic Payment,STP CAT,18770,DC,Aquaman,Closed,Medium,Medium,Medium,Thursday,2025-01-02T17:29:45.000000,2025-01-02T17:40:45.000000,2025-01-03T09:18:09.524375,2025-01-03T10:27:09.524375
INC-2025-00194,International Transfer,International Transfer,Stargate,18,DC,Batman,Closed,High,High,Medium,Thursday,2025-01-02T14:30:34.000000,2025-01-02T14:44:34.000000,2025-01-03T07:31:04.466319,2025-01-03T08:40:04.466319
INC-2025-00195,International Transfer,International Transfer,Stargate,32,Avengers,Thor,Closed,Critical,High,High,Thursday,2025-01-02T09:02:32.000000,2025-01-02T09:40:32.000000,2025-01-02T12:24:36.877379,2025-01-02T13:16:36.877379
INC-2025-00196,Proces X,Proces X,STP CAT,164,People,Mark,Closed,High,Medium,Low,Thursday,2025-01-02T14:29:58.000000,2025-01-02T15:57:58.000000,2025-01-03T04:23:43.083825,2025-01-03T04:40:43.083825
INC-2025-00197,Basic Payment,Basic Payment,STP CAT,1824,DC,Dr. X,New,Low,Low,Low,Thursday,2025-01-02T11:50:35.000000,,,
INC-2025-00198,Money Rates,Money Rates,SOLEMOS,9,People,Jackie Chan,Closed,Critical,High,High,Thursday,2025-01-02T10:25:00.000000,2025-01-02T10:51:00.000000,2025-01-02T13:54:06.073543,2025-01-02T14:53:06.073543
INC-2025-00199,SEPA Payment,SEPA Payment,STP CAT,37352,People,Scarlett Johansson,In Progress,Medium,Low,Low,Thursday,2025-01-02T13:25:35.000000,2025-01-02T13:43:35.000000,,
INC-2025-00200,Proces X,Proces X,SOLEMOS,75,DC,Aquaman,Closed,Low,Low,Low,Thursday,2025-01-02T03:44:51.000000,2025-01-02T05:06:51.000000,2025-01-04T01:15:52.140066,2025-01-04T01:58:52.140066
INC-2025-00201,SEPA Payment,SEPA Payment,Stargate,33354,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Thursday,2025-01-02T08:56:51.000000,2025-01-02T09:37:51.000000,2025-01-03T02:06:42.077009,2025-01-03T03:08:42.077009
INC-2025-00202,Proces X,Proces X,SOLEMOS,22,DC,Aquaman,New,Medium,Medium,Medium,Thursday,2025-01-02T14:19:37.000000,,,
INC-2025-00203,Proces X,Proces X,SOLEMOS,197,DC,Batman,Closed,Medium,Medium,Medium,Thursday,2025-01-02T20:19:59.000000,2025-01-02T20:56:59.000000,2025-01-03T19:12:29.675803,2025-01-03T20:19:29.675803
INC-2025-00204,Proces X,Proces X,SOLEMOS,86,DC,Punisher,Closed,Medium,Medium,Medium,Thursday,2025-01-02T21:33:19.000000,2025-01-02T22:10:19.000000,2025-01-04T04:52:01.716030,2025-01-04T05:54:01.716030
INC-2025-00205,SEPA Payment,SEPA Payment,Stargate,85689,Avengers,Doctor Strange,Closed,High,High,High,Thursday,2025-01-02T13:13:38.000000,2025-01-02T13:51:38.000000,2025-01-03T01:30:56.001963,2025-01-03T02:30:56.001963
INC-2025-00206,Proces X,Proces X,SOLEMOS,154,People,Scarlett Johansson,In Progress,Medium,Medium,Medium,Thursday,2025-01-02T19:12:05.000000,2025-01-02T19:28:05.000000,,
INC-2025-00207,Proces X,Proces X,SOLEMOS,85,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Thursday,2025-01-02T15:26:24.000000,2025-01-02T16:23:24.000000,2025-01-02T23:15:14.452937,2025-01-02T23:35:14.452937
INC-2025-00208,Basic Payment,Basic Payment,STP CAT,769,People,Dwayne Johnson,Closed,Low,Low,Low,Thursday,2025-01-02T16:28:21.000000,2025-01-02T17:28:21.000000,2025-01-05T08:09:38.341273,2025-01-05T09:06:38.341273
INC-2025-00209,Domestic Payment,Domestic Payment,STP CAT,19254,People,Dwayne Johnson,Closed,Low,Low,Low,Thursday,2025-01-02T12:30:48.000000,2025-01-02T13:35:48.000000,2025-01-03T07:41:41.903062,2025-01-03T08:23:41.903062
INC-2025-00210,SEPA Payment,SEPA Payment,STP CAT,18295,DC,Aquaman,New,High,High,Medium,Thursday,2025-01-02T18:49:34.000000,,,
INC-2025-00211,Money Rates,Money Rates,SOLEMOS,1,Avengers,Doctor Strange,Closed,Critical,High,High,Thursday,2025-01-02T02:28:59.000000,2025-01-02T03:51:59.000000,2025-01-02T05:32:52.191294,2025-01-02T06:08:52.191294
INC-2025-00212,Basic Payment,Basic Payment,STP CAT,1126,DC,Aquaman,Closed,Medium,Low,Medium,Thursday,2025-01-02T16:36:30.000000,2025-01-02T18:00:30.000000,2025-01-03T04:30:12.990223,2025-01-03T05:42:12.990223
INC-2025-00213,Money Rates,Money Rates,SOLEMOS,1,Avengers,Iron Man,Closed,High,Medium,High,Thursday,2025-01-02T13:50:14.000000,2025-01-02T15:18:14.000000,2025-01-03T01:16:57.052724,2025-01-03T02:39:57.052724
INC-2025-00214,International Transfer,International Transfer,Stargate,50,Avengers,Iron Man,Closed,Critical,High,High,Thursday,2025-01-02T17:15:06.000000,2025-01-02T18:09:06.000000,2025-01-02T19:50:02.588249,2025-01-02T20:58:02.588249
INC-2025-00215,Proces X,Proces X,STP CAT,8,People,Kevin Hart,Closed,Medium,Medium,Medium,Thursday,2025-01-02T22:35:11.000000,2025-01-02T22:57:11.000000,2025-01-03T15:20:08.984266,2025-01-03T16:04:08.984266
INC-2025-00216,Proces X,Proces X,SOLEMOS,128,DC,Aquaman,On Hold,High,High,High,Thursday,2025-01-02T17:32:30.000000,,,
INC-2025-00217,Basic Payment,Basic Payment,STP CAT,3621,DC,Punisher,On Hold,Medium,Low,Medium,Thursday,2025-01-02T22:49:05.000000,,,
INC-2025-00218,SEPA Payment,SEPA Payment,STP CAT,98798,Avengers,Thor,Closed,High,High,High,Thursday,2025-01-02T09:06:18.000000,2025-01-02T10:29:18.000000,2025-01-02T14:29:56.523311,2025-01-02T15:47:56.523311
INC-2025-00219,International Transfer,International Transfer,Stargate,15,Avengers,Doctor Strange,Closed,High,Medium,High,Thursday,2025-01-02T09:22:54.000000,2025-01-02T10:08:54.000000,2025-01-02T13:05:24.184415,2025-01-02T14:32:24.184415
