Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed,Processing Time (hrs),Response Time (hrs),Total Time (hrs)
ERR-2025-00091,Rate tolerance breach not escalated to treasury desk,Rates,SOLEMOS,Avengers,Hulk,Closed,High,Medium,Medium,Wednesday,2025-01-22T17:29:17.000000,2025-01-22T18:23:17.000000,2025-01-22T23:12:02.723827,2025-01-22T23:44:02.723827,4.8125,0.9,6.245833333333334
ERR-2025-00092,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Low,Monday,2025-01-13T08:49:15.000000,2025-01-13T09:07:15.000000,2025-01-13T17:17:44.093560,2025-01-13T18:12:44.093560,8.174722222222222,0.3,9.391388888888889
ERR-2025-00093,Incorrect rate override entered manually by operator,Rates,SOLEMOS,Avengers,Iron Man,Closed,Low,Low,Low,Saturday,2025-01-04T10:28:54.000000,2025-01-04T11:03:54.000000,2025-01-05T05:31:17.057961,2025-01-05T06:46:17.057961,18.45638888888889,0.5833333333333334,20.289722222222224
ERR-2025-00094,Operator amended wrong field in Edit Queue - further error introduced,Edit Q,SOLEMOS,Avengers,Doctor Strange,In Progress,Low,Low,Low,Thursday,2025-01-09T13:17:32.000000,2025-01-09T14:00:32.000000,,,,0.7166666666666667,
ERR-2025-00095,Incorrect interest rate applied to overnight settlement,Rates,SOLEMOS,Avengers,Iron Man,Closed,High,High,High,Monday,2025-01-27T15:30:37.000000,2025-01-27T15:52:37.000000,2025-01-27T18:54:30.598852,2025-01-27T19:47:30.598852,3.031388888888889,0.36666666666666664,4.2813888888888885
ERR-2025-00096,Cross-rate calculation error not caught before payment dispatch,Rates,SOLEMOS,Avengers,Thor,Closed,High,High,High,Monday,2025-01-20T08:03:11.000000,2025-01-20T09:06:11.000000,2025-01-20T13:33:51.810059,2025-01-20T14:01:51.810059,4.461111111111111,1.05,5.977777777777778
ERR-2025-00097,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,Avengers,Hulk,Closed,Critical,High,High,Wednesday,2025-01-08T13:51:24.000000,2025-01-08T14:26:24.000000,2025-01-08T15:36:12.293864,2025-01-08T16:16:12.293864,1.1633333333333333,0.5833333333333334,2.4133333333333336
ERR-2025-00098,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,High,Medium,Monday,2025-01-06T17:20:57.000000,2025-01-06T17:55:57.000000,2025-01-06T21:04:16.314854,2025-01-06T22:10:16.314854,3.138611111111111,0.5833333333333334,4.821944444444444
ERR-2025-00099,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,Medium,Tuesday,2025-01-21T10:33:53.000000,2025-01-21T10:55:53.000000,2025-01-21T13:01:38.417693,2025-01-21T14:10:38.417693,2.095833333333333,0.36666666666666664,3.6125
ERR-2025-00100,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,High,Wednesday,2025-01-08T11:03:14.000000,2025-01-08T11:18:14.000000,2025-01-08T11:39:50.464169,2025-01-08T12:04:50.464169,0.36,0.25,1.0266666666666666
ERR-2025-00101,Incorrect rate override entered manually by operator,Rates,SOLEMOS,Avengers,Iron Man,Closed,Medium,Medium,Medium,Sunday,2025-01-19T08:34:43.000000,2025-01-19T08:44:43.000000,2025-01-20T01:44:49.770197,2025-01-20T02:00:49.770197,17.001666666666665,0.16666666666666666,17.435
ERR-2025-00102,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Tuesday,2025-01-14T06:47:28.000000,2025-01-14T08:01:28.000000,2025-01-14T12:53:58.480546,2025-01-14T14:16:58.480546,4.875,1.2333333333333334,7.491666666666666
ERR-2025-00103,Payment applied to wrong customer account after name match failure,Basic Payment,STP CAT,Avengers,Thor,Closed,Low,Low,Low,Saturday,2025-01-25T10:34:27.000000,2025-01-25T12:00:27.000000,2025-01-26T14:35:27.062118,2025-01-26T15:16:27.062118,26.583333333333332,1.4333333333333333,28.7
ERR-2025-00104,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Hulk,Closed,Low,Low,Low,Tuesday,2025-01-07T11:26:47.000000,2025-01-07T12:36:47.000000,2025-01-08T09:06:11.270292,2025-01-08T09:28:11.270292,20.49,1.1666666666666667,22.023333333333333
ERR-2025-00105,Operator amended wrong field in Edit Queue - further error introduced,Edit Q,STP CAT,Avengers,Hulk,Closed,High,High,High,Wednesday,2025-01-01T13:31:26.000000,2025-01-01T13:45:26.000000,2025-01-01T17:16:46.604609,2025-01-01T17:45:46.604609,3.522222222222222,0.23333333333333334,4.238888888888889
ERR-2025-00106,FX hedge rate misapplied to wrong transaction batch,Rates,SOLEMOS,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-01-10T10:01:46.000000,2025-01-10T11:04:46.000000,2025-01-11T04:03:00.954253,2025-01-11T04:55:00.954253,16.970555555555556,1.05,18.88722222222222
ERR-2025-00107,Stale rate used after feed failure - not escalated in time,Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Wednesday,2025-01-22T08:55:38.000000,2025-01-22T09:27:38.000000,2025-01-22T10:44:56.041620,2025-01-22T12:14:56.041620,1.2883333333333333,0.5333333333333333,3.3216666666666668
ERR-2025-00108,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,High,High,Friday,2025-01-24T02:04:53.000000,2025-01-24T03:11:53.000000,2025-01-24T08:31:59.515666,2025-01-24T09:29:59.515666,5.335,1.1166666666666667,7.418333333333333
ERR-2025-00109,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,High,Tuesday,2025-01-21T10:59:27.000000,2025-01-21T12:21:27.000000,2025-01-21T14:56:58.000101,2025-01-21T15:24:58.000101,2.5919444444444446,1.3666666666666667,4.425277777777778
ERR-2025-00110,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,STP CAT,Avengers,Thor,Closed,Low,Low,Low,Sunday,2025-01-26T14:47:22.000000,2025-01-26T15:39:22.000000,2025-01-28T10:19:35.053696,2025-01-28T11:44:35.053696,42.67027777777778,0.8666666666666667,44.95361111111111
ERR-2025-00111,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,High,High,Thursday,2025-01-09T08:01:46.000000,2025-01-09T08:42:46.000000,2025-01-09T11:40:38.996723,2025-01-09T12:48:38.996723,2.9644444444444447,0.6833333333333333,4.7811111111111115
ERR-2025-00112,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,Avengers,Hulk,Closed,Low,Low,Low,Monday,2025-01-20T14:49:46.000000,2025-01-20T16:09:46.000000,2025-01-22T07:17:20.247319,2025-01-22T08:35:20.247319,39.12611111111111,1.3333333333333333,41.75944444444445
ERR-2025-00113,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Thor,Closed,High,High,High,Wednesday,2025-01-29T15:29:51.000000,2025-01-29T16:59:51.000000,2025-01-29T19:59:52.828677,2025-01-29T20:16:52.828677,3.000277777777778,1.5,4.783611111111111
ERR-2025-00114,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,High,Monday,2025-01-13T11:09:56.000000,2025-01-13T11:39:56.000000,2025-01-13T17:34:11.255385,2025-01-13T18:41:11.255385,5.904166666666667,0.5,7.520833333333333
ERR-2025-00115,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-01-27T16:25:40.000000,2025-01-27T17:46:40.000000,2025-01-27T21:41:15.259986,2025-01-27T21:59:15.259986,3.9097222222222223,1.35,5.559722222222222
ERR-2025-00116,Rate effective date set incorrectly - wrong rate applied to batch,Rates,SOLEMOS,Avengers,Thor,Closed,High,High,High,Wednesday,2025-01-22T12:18:10.000000,2025-01-22T13:33:10.000000,2025-01-22T17:48:39.669929,2025-01-22T19:02:39.669929,4.258055555555556,1.25,6.741388888888889
ERR-2025-00117,Wrong remittance information causing invoice matching failure,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,Medium,Wednesday,2025-01-01T15:13:45.000000,2025-01-01T15:52:45.000000,2025-01-01T17:57:21.183399,2025-01-01T19:14:21.183399,2.0766666666666667,0.65,4.01
ERR-2025-00118,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,STP CAT,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-01-14T21:32:38.000000,2025-01-14T22:46:38.000000,2025-01-15T01:36:03.536912,2025-01-15T02:37:03.536912,2.823611111111111,1.2333333333333334,5.073611111111111
ERR-2025-00119,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,High,Medium,Friday,2025-01-17T08:32:11.000000,2025-01-17T09:19:11.000000,2025-01-17T13:57:26.404599,2025-01-17T15:02:26.404599,4.6375,0.7833333333333333,6.504166666666666
ERR-2025-00120,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Low,Wednesday,2025-01-08T18:05:11.000000,2025-01-08T18:17:11.000000,2025-01-09T17:52:03.710709,2025-01-09T18:34:03.710709,23.58111111111111,0.2,24.48111111111111
ERR-2025-00121,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Hulk,Closed,Medium,Low,Low,Wednesday,2025-01-22T09:49:56.000000,2025-01-22T10:24:56.000000,2025-01-22T21:31:21.487890,2025-01-22T22:15:21.487890,11.106944444444444,0.5833333333333334,12.42361111111111
ERR-2025-00122,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,High,High,Monday,2025-01-20T10:29:25.000000,2025-01-20T11:27:25.000000,2025-01-20T14:06:39.229426,2025-01-20T14:22:39.229426,2.653888888888889,0.9666666666666667,3.8872222222222224
ERR-2025-00123,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,Medium,Thursday,2025-01-16T14:12:16.000000,2025-01-16T14:32:16.000000,2025-01-16T17:54:15.360222,2025-01-16T18:51:15.360222,3.366388888888889,0.3333333333333333,4.6497222222222225
ERR-2025-00124,Incorrect rate override entered manually by operator,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,Medium,Monday,2025-01-13T09:52:23.000000,2025-01-13T11:15:23.000000,2025-01-13T13:09:11.341886,2025-01-13T14:04:11.341886,1.8966666666666667,1.3833333333333333,4.196666666666666
ERR-2025-00125,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Thor,On Hold,Critical,High,Medium,Monday,2025-01-06T12:41:00.000000,,,,,,
ERR-2025-00126,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,Avengers,Hulk,Closed,Critical,High,High,Thursday,2025-01-30T12:02:57.000000,2025-01-30T13:09:57.000000,2025-01-30T14:46:52.781587,2025-01-30T15:32:52.781587,1.6152777777777778,1.1166666666666667,3.498611111111111
ERR-2025-00127,Manual rate entry typo caused overcharge to client,Rates,SOLEMOS,Avengers,Iron Man,Closed,Medium,Medium,Medium,Friday,2025-01-10T12:19:33.000000,2025-01-10T13:48:33.000000,2025-01-11T03:32:02.194713,2025-01-11T04:31:02.194713,13.724722222222223,1.4833333333333334,16.191388888888888
ERR-2025-00128,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Hulk,On Hold,High,Medium,High,Thursday,2025-01-30T17:25:34.000000,,,,,,
ERR-2025-00129,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Wednesday,2025-01-29T12:27:17.000000,2025-01-29T13:09:17.000000,2025-01-30T03:02:39.997719,2025-01-30T04:05:39.997719,13.889444444444445,0.7,15.639444444444445
ERR-2025-00130,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Low,Low,Low,Friday,2025-01-24T11:02:07.000000,2025-01-24T11:56:07.000000,2025-01-25T05:25:21.556795,2025-01-25T05:46:21.556795,17.487222222222222,0.9,18.737222222222222
ERR-2025-00131,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Iron Man,Closed,High,High,High,Sunday,2025-01-19T14:06:15.000000,2025-01-19T14:52:15.000000,2025-01-19T18:31:23.375614,2025-01-19T19:32:23.375614,3.652222222222222,0.7666666666666667,5.435555555555555
ERR-2025-00132,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,High,High,High,Friday,2025-01-31T11:59:44.000000,2025-01-31T13:10:44.000000,2025-01-31T18:02:23.702678,2025-01-31T18:56:23.702678,4.860833333333333,1.1833333333333333,6.944166666666667
ERR-2025-00133,Rate tolerance breach not escalated to treasury desk,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,High,Medium,Monday,2025-01-27T19:56:28.000000,2025-01-27T21:18:28.000000,2025-01-28T00:40:59.712188,2025-01-28T02:05:59.712188,3.375277777777778,1.3666666666666667,6.158611111111111
ERR-2025-00134,SEPA file submitted with incorrect execution date,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,High,High,High,Friday,2025-01-10T16:52:30.000000,2025-01-10T17:59:30.000000,2025-01-10T21:51:46.624094,2025-01-10T22:07:46.624094,3.871111111111111,1.1166666666666667,5.254444444444444
ERR-2025-00135,Manual rate entry typo caused overcharge to client,Rates,SOLEMOS,Avengers,Hulk,Closed,High,High,High,Wednesday,2025-01-15T21:29:34.000000,2025-01-15T22:52:34.000000,2025-01-16T03:13:23.600236,2025-01-16T04:37:23.600236,4.3469444444444445,1.3833333333333333,7.130277777777778
ERR-2025-00136,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Thor,In Progress,Critical,High,High,Friday,2025-01-03T10:57:13.000000,2025-01-03T11:23:13.000000,,,,0.43333333333333335,
ERR-2025-00137,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,Avengers,Hulk,Closed,Medium,Medium,Medium,Thursday,2025-01-16T13:39:11.000000,2025-01-16T14:42:11.000000,2025-01-17T03:45:27.387224,2025-01-17T04:58:27.387224,13.054444444444444,1.05,15.321111111111112
ERR-2025-00138,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-01-20T19:33:11.000000,2025-01-20T20:49:11.000000,2025-01-21T00:36:45.085534,2025-01-21T01:53:45.085534,3.792777777777778,1.2666666666666666,6.342777777777778
ERR-2025-00139,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Thor,Closed,High,High,High,Friday,2025-01-31T16:54:00.000000,2025-01-31T17:56:00.000000,2025-01-31T20:09:54.719286,2025-01-31T20:32:54.719286,2.2316666666666665,1.0333333333333334,3.6483333333333334
ERR-2025-00140,Edit Q item duplicated after system timeout during save,Edit Q,STP CAT,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Friday,2025-01-31T03:55:19.000000,2025-01-31T04:09:19.000000,2025-02-01T01:07:28.200264,2025-02-01T01:53:28.200264,20.969166666666666,0.23333333333333334,21.969166666666666
ERR-2025-00141,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-01-09T09:45:32.000000,2025-01-09T10:53:32.000000,2025-01-09T13:39:29.214122,2025-01-09T14:41:29.214122,2.765833333333333,1.1333333333333333,4.9325
ERR-2025-00142,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Iron Man,Closed,High,High,Low,Monday,2025-01-20T08:37:31.000000,2025-01-20T09:39:31.000000,2025-01-20T14:17:11.957742,2025-01-20T15:14:11.957742,4.627777777777778,1.0333333333333334,6.611111111111111
ERR-2025-00143,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Low,Wednesday,2025-01-01T12:09:00.000000,2025-01-01T13:27:00.000000,2025-01-02T08:22:32.227073,2025-01-02T09:46:32.227073,18.925555555555555,1.3,21.625555555555554
ERR-2025-00144,Manual rate entry typo caused overcharge to client,Rates,SOLEMOS,Avengers,Hulk,In Progress,Medium,Low,Medium,Wednesday,2025-01-22T02:22:43.000000,2025-01-22T03:13:43.000000,,,,0.85,
ERR-2025-00145,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Low,Medium,Friday,2025-01-24T07:06:30.000000,2025-01-24T07:57:30.000000,2025-01-25T03:12:52.984657,2025-01-25T04:13:52.984657,19.25611111111111,0.85,21.122777777777777
ERR-2025-00146,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-01-23T01:10:30.000000,2025-01-23T02:04:30.000000,2025-01-23T05:52:37.672582,2025-01-23T06:46:37.672582,3.8019444444444446,0.9,5.601944444444444
ERR-2025-00147,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,Avengers,Doctor Strange,In Progress,Medium,Medium,Medium,Wednesday,2025-01-08T11:38:22.000000,2025-01-08T12:02:22.000000,,,,0.4,
ERR-2025-00148,Rate tolerance breach not escalated to treasury desk,Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Sunday,2025-01-26T00:02:09.000000,2025-01-26T01:21:09.000000,2025-01-26T02:34:44.178785,2025-01-26T03:58:44.178785,1.226388888888889,1.3166666666666667,3.9430555555555555
ERR-2025-00149,FX hedge rate misapplied to wrong transaction batch,Rates,SOLEMOS,Avengers,Thor,Closed,High,High,Medium,Monday,2025-01-06T13:53:30.000000,2025-01-06T14:21:30.000000,2025-01-06T16:40:55.311881,2025-01-06T16:59:55.311881,2.323611111111111,0.4666666666666667,3.1069444444444443
ERR-2025-00150,Edit Queue item released without required dual authorisation,Edit Q,SOLEMOS,Avengers,Hulk,Closed,Medium,Low,Medium,Wednesday,2025-01-15T10:30:19.000000,2025-01-15T11:41:19.000000,2025-01-16T06:17:19.188875,2025-01-16T07:21:19.188875,18.6,1.1833333333333333,20.85
ERR-2025-00151,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,STP CAT,Avengers,Thor,Closed,Critical,High,Medium,Thursday,2025-01-30T16:07:27.000000,2025-01-30T17:18:27.000000,2025-01-30T18:34:04.604704,2025-01-30T19:36:04.604704,1.2602777777777778,1.1833333333333333,3.4769444444444444
ERR-2025-00152,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,Avengers,Iron Man,Closed,Medium,Medium,Medium,Wednesday,2025-01-01T08:06:03.000000,2025-01-01T08:26:03.000000,2025-01-02T00:20:14.392579,2025-01-02T01:40:14.392579,15.903055555555556,0.3333333333333333,17.56972222222222
ERR-2025-00153,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,Avengers,Iron Man,In Progress,High,High,Medium,Thursday,2025-01-02T09:09:21.000000,2025-01-02T09:22:21.000000,,,,0.21666666666666667,
